1.354676502553793793e-01,8.925048526081591493e-02
3.524310548359958079e-02,7.955420887178961398e-02
2.401463673614228148e-02,6.134928849575399523e-02
1.813515463324550173e-02,5.881870579221232936e-02
1.711177794771710781e-02,5.813197684903088913e-02
1.638280803028744834e-02,5.728523675743520116e-02
1.598545294426656146e-02,5.650362947742079700e-02
1.549637791826031542e-02,5.621405416928074855e-02
1.502400664321612567e-02,5.556618498024411268e-02
1.462108919972356785e-02,5.445167992522816081e-02
1.364977555334544179e-02,4.885436057508810159e-02
1.093985281439903944e-02,3.540339610375379392e-02
4.764227394331008170e-03,3.096214736328852662e-02
3.217398548142041091e-03,2.601306734272611221e-02
2.588678223755544981e-03,2.377232909428259391e-02
2.277619377612912551e-03,2.468548196417569632e-02
2.156252622649518311e-03,2.425533118665290297e-02
2.110205298054214102e-03,2.402163827972357210e-02
1.995998551324308385e-03,2.403894041759685463e-02
1.955248729572280769e-03,2.409996371189664782e-02
1.863796022660561607e-03,2.347386447014663050e-02
1.784307465151449426e-03,2.275122681659719898e-02
1.702053941477434237e-03,2.151395469566924276e-02
1.578019497990167932e-03,1.996962371641869058e-02
1.473743272212092292e-03,1.845253650843796042e-02
1.362193612900834292e-03,1.694378633953342109e-02
1.247975265915813150e-03,1.553285886535062804e-02
1.142247363298874588e-03,1.421025662678436670e-02
1.040415898527359117e-03,1.300257133765323619e-02
9.477181798641909870e-04,1.191776696260061531e-02
8.761520380992293341e-04,1.100191124489226929e-02
8.304476453374193528e-04,1.029288825038850511e-02
7.958854338749705385e-04,9.724625884871237677e-03
7.611969119282618618e-04,9.251722318582199234e-03
7.268756226273045138e-04,8.865223177415296196e-03
6.945091323965849614e-04,8.543858314775568119e-03
6.661449119863577673e-04,8.273645441810658849e-03
6.413922477431463791e-04,8.040547099337583617e-03
6.195325827437231803e-04,7.834640413940987744e-03
6.008546309506831431e-04,7.650921181798197787e-03
5.841590894609302023e-04,7.484060947622303388e-03
5.690204984253236344e-04,7.334779774971751307e-03
5.554069631706135121e-04,7.196156956332168397e-03
5.428391005131207600e-04,7.067426026577614158e-03
5.311489260818164342e-04,6.948989535409577818e-03
5.200534040994123823e-04,6.837333813580489562e-03
5.101974943383352345e-04,6.735913965344031765e-03
5.008265414709547761e-04,6.639332085868918272e-03
4.917869708804526634e-04,6.547831236806085642e-03
4.834815687363749588e-04,6.462651937191941053e-03
4.755815672093050093e-04,6.382180922679747161e-03
4.683102102157695899e-04,6.306608614131133973e-03
4.614103614025785336e-04,6.235883738965951155e-03
4.547901041335605538e-04,6.169113622991870272e-03
4.487777705435291864e-04,6.106018488594783071e-03
4.428657512107747607e-04,6.046300190775497074e-03
4.375503663723999035e-04,5.990068428406433894e-03
4.324117938337551908e-04,5.938024314643998436e-03
4.279318592382015782e-04,5.886790368770683513e-03
4.231328282632883047e-04,5.838542466498730654e-03
4.188244620775385995e-04,5.792481037682773934e-03
4.146874135142589223e-04,5.748510077296303117e-03
4.108653770228369996e-04,5.705435178712798053e-03
4.070048456551142750e-04,5.664810366584033252e-03
4.033162140797522154e-04,5.625424260967177952e-03
3.999264113073690697e-04,5.586219957904808332e-03
3.963875119669142276e-04,5.549438395921098277e-03
3.928715847602385898e-04,5.511484833498919711e-03
3.897582271467679520e-04,5.475692040067292252e-03
3.865455766035899273e-04,5.440529556143787644e-03
3.833883365470496375e-04,5.404930070448088833e-03
3.801943181921766941e-04,5.369775264481795214e-03
3.769426157421735678e-04,5.335389469638887952e-03
3.740805873932027590e-04,5.301242979748929836e-03
3.709418465754984627e-04,5.267829889930356752e-03
3.680367442659469661e-04,5.233222555695627581e-03
3.649880798151664213e-04,5.200544567981821818e-03
3.621369960455922410e-04,5.167509973713426547e-03
3.591363447879139569e-04,5.134193147517595798e-03
3.561134145480210431e-04,5.101605358169457143e-03
3.531061612566424287e-04,5.068495185625992994e-03
3.504257095720766805e-04,5.036210764920931449e-03
3.476315169115341852e-04,5.004189223741664118e-03
3.448202785829124033e-04,4.971725019883598863e-03
3.417499426573974769e-04,4.939820789709469841e-03
3.391324740406185720e-04,4.908091170763707704e-03
3.363050916913123793e-04,4.876643238342419535e-03
3.333843687869375572e-04,4.845134265456041769e-03
3.308989869718714609e-04,4.814940858583427637e-03
3.278445766483902121e-04,4.783962724989156493e-03
3.251773177674831239e-04,4.754251926860535507e-03
3.224006923585712213e-04,4.725052909481734266e-03
3.197446832041933671e-04,4.695935324056341696e-03
3.170606228545344183e-04,4.666852754911614970e-03
3.145129192909315455e-04,4.638410629896425746e-03
3.118036437137142050e-04,4.610551173910829373e-03
3.092445428055959041e-04,4.583228396790429461e-03
3.067862817960513642e-04,4.556631301819332770e-03
3.042485448018758315e-04,4.530491503722881320e-03
3.017861781233641084e-04,4.504038980501509117e-03
