6.011455134555165197e-02,4.133034135887037747e-02
1.942995497541102901e-02,7.247678733400099785e-03
4.537907446086007421e-03,2.823434072894627500e-03
3.109145308553706681e-03,4.611663523427766628e-03
3.618356248833671639e-03,3.621895657255290533e-03
2.364275956019160421e-03,3.772488166876615014e-03
3.835685221461712386e-03,5.106783430744474099e-03
2.687973381086651570e-03,4.404916353617545875e-03
2.717111459164048715e-03,5.177153486459117222e-03
3.292658272922770711e-03,4.641536817051838439e-03
2.631848543075777924e-03,4.770102028627521383e-03
2.552043457918833861e-03,3.844119020782056206e-03
2.287612890878725457e-03,4.785821457873627033e-03
2.518197895447623832e-03,4.195895332449897305e-03
2.460150960022084755e-03,4.562927445613406893e-03
2.476091357467729171e-03,4.651117075772806184e-03
2.496002783196412875e-03,4.069370158134376358e-03
2.313243319284603080e-03,3.942354160511095211e-03
1.944934367721933574e-03,4.273341614079249201e-03
1.943434149766939479e-03,4.214667151178891520e-03
2.005588722594049255e-03,3.950296489235300551e-03
1.997710208421007647e-03,4.504623885979473080e-03
2.121024685558430770e-03,4.452595597255852578e-03
2.107869872166442428e-03,4.454622391207082449e-03
1.875640449205613061e-03,4.187546107123158758e-03
1.895164646079397844e-03,4.260711212627139345e-03
1.832429729984141930e-03,4.248161630273451783e-03
1.802186389873635872e-03,4.258986133715349752e-03
1.768364162437917201e-03,4.276855965571361995e-03
1.740119428411292376e-03,4.293837389676753540e-03
1.706611300947510424e-03,4.308387508569796846e-03
1.677626179090501530e-03,4.326589928979170108e-03
1.642258155853986573e-03,4.328092960589616928e-03
1.610574050261805385e-03,4.333351756234554188e-03
1.575446737531040458e-03,4.328109964475908983e-03
1.543537059270810039e-03,4.335910153503601434e-03
1.507166456992438570e-03,4.308802099564136914e-03
1.475175507429022639e-03,4.303059625974941724e-03
1.438663444735409054e-03,4.260302623631534967e-03
1.406845687805408866e-03,4.238714788095418115e-03
1.371464428458629009e-03,4.189910063086821172e-03
1.339221930330885277e-03,4.149888197152837473e-03
1.308638873888412577e-03,4.092815649591645746e-03
1.277353803639666050e-03,4.035457724580820797e-03
1.250546390552439513e-03,3.994541267664837234e-03
1.220898794625619637e-03,3.960628237109631300e-03
1.193991187964067203e-03,3.942651331408508417e-03
1.167462506938526066e-03,3.917690660423281748e-03
1.142743551255469975e-03,3.897550351335240474e-03
1.120284587003490123e-03,3.871864669818956411e-03
1.099379953562415165e-03,3.842946714759998880e-03
1.080110602613006381e-03,3.810322794665824565e-03
1.062762299989117396e-03,3.774935990911413783e-03
1.046295216032636479e-03,3.740983113161230195e-03
1.029127354039311663e-03,3.722023977168866307e-03
1.012256986515629826e-03,3.654273298177561184e-03
9.920365704082151955e-04,3.616206303487050876e-03
9.726655335855736734e-04,3.606879162805106970e-03
9.550417766149621240e-04,3.544216437042254156e-03
9.360077196366287013e-04,3.506173594266725688e-03
9.186670350962751344e-04,3.480704672322881658e-03
9.027708896090708753e-04,3.446902153702647350e-03
8.873029303815981213e-04,3.427567586292949373e-03
8.728278694824049763e-04,3.399022834555880373e-03
8.586284388002240813e-04,3.381333009358205438e-03
8.448686809840312388e-04,3.372489346731573356e-03
8.316851092136597935e-04,3.345574469466765406e-03
8.177089472675496632e-04,3.340136180211783056e-03
8.040379034355282784e-04,3.321516331051341774e-03
7.907442403978035689e-04,3.309372723812148767e-03
7.782413078010515109e-04,3.288678280590656353e-03
7.657912045812866313e-04,3.270279597221308933e-03
7.542370798806327572e-04,3.249963677699137070e-03
7.429810772009659775e-04,3.224919109325727860e-03
7.318264148904875081e-04,3.203722545739575486e-03
7.215497840661555745e-04,3.184712248171625310e-03
7.116985473528204863e-04,3.167316214415592801e-03
7.025244076170825006e-04,3.151570547746508112e-03
6.949889614458827679e-04,3.136048887290432321e-03
6.897668415019454595e-04,3.117834494865820080e-03
6.824775756415744649e-04,3.093340608543774378e-03
6.746314056986843629e-04,3.073308010280282557e-03
6.671030994766624211e-04,3.054723684716928629e-03
6.596344306931963648e-04,3.039442308096986130e-03
6.522540161053516508e-04,3.026861213917346125e-03
6.449954813953289682e-04,3.009921725180116081e-03
6.371405764054673170e-04,2.988619601574466975e-03
6.292621132680713616e-04,2.966984952047327460e-03
6.215525691264442562e-04,2.944928479543801672e-03
6.140710266793446021e-04,2.924484527154293505e-03
6.066869879889834295e-04,2.903862531015891525e-03
5.995256961926185863e-04,2.885437375687202512e-03
5.926866873258924192e-04,2.866244173737502246e-03
5.858278601538456382e-04,2.844947047355489336e-03
5.788809280992219738e-04,2.824355131838191153e-03
5.721027244102775376e-04,2.802058518085979999e-03
5.653672233685418666e-04,2.782811743233714642e-03
5.590632616076617999e-04,2.757706240714176416e-03
5.520011378913685599e-04,2.735421220520801305e-03
5.452734322066785230e-04,2.710525858584422829e-03
