Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1291, E,37.55431234, N,0.563 m,---,15.8811,,211407.455,550539.95,,,car,회색, 2-1
2,127.1291018, E,37.55431722, N,0.505 m,0.563 m,14.5208,,211407.608,550540.492,,,,,
3,127.1291032, E,37.55432162, N,0.618 m,1.068 m,15.8506,,211407.734,550540.981,,,,,
4,127.1291051, E,37.55432698, N,0.587 m,1.686 m,13.04,,211407.902,550541.576,,,,,
5,127.1291066, E,37.55433213, N,0.613 m,2.273 m,17.3061,,211408.034,550542.148,,,,,
6,127.1291087, E,37.55433741, N,0.615 m,2.886 m,17.7104,,211408.216,550542.734,,,,,
7,127.1291108, E,37.55434268, N,0.563 m,3.501 m,17.9289,,211408.402,550543.319,,,,,
8,127.1291127, E,37.55434751, N,0.591 m,4.064 m,12.9414,,211408.574,550543.855,,,,,
9,127.1291142, E,37.5543527, N,0.554 m,4.655 m,18.2167,,211408.706,550544.432,,,,,
10,127.1291162, E,37.55435745, N,0.505 m,5.209 m,14.1149,,211408.879,550544.959,,,,,
11,127.1291176, E,37.55436186, N,0.579 m,5.715 m,13.6792,,211409.001,550545.449,,,,,
12,127.1291192, E,37.55436694, N,0.4597 m,6.294 m,16.7237,,211409.137,550546.012,,,,,
13,127.1291206, E,37.5543709, N,0.508 m,6.754 m,16.5693,,211409.269,550546.452,,,,,
14,127.1291223, E,37.55437529, N,0.4827 m,7.262 m,16.4682,,211409.413,550546.939,,,,,
15,127.1291238, E,37.55437946, N,0.506 m,7.744 m,16.236,,211409.549,550547.403,,,,,
16,127.1291254, E,37.55438383, N,0.4611 m,8.25 m,17.8178,,211409.69,550547.888,,,,,
17,127.129127, E,37.55438779, N,0.524 m,8.711 m,17.0992,,211409.831,550548.328,,,,,
18,127.1291288, E,37.5543923, N,0.4782 m,9.235 m,13.6696,,211409.984,550548.828,,,,,
19,127.1291301, E,37.55439648, N,0.4832 m,9.713 m,13.5273,,211410.096,550549.293,,,,,
20,127.1291313, E,37.55440072, N,0.487 m,10.196 m,15.2811,,211410.209,550549.763,,,,,
21,127.1291328, E,37.55440495, N,0.4857 m,10.683 m,14.6995,,211410.336,550550.233,,,,,
22,127.1291342, E,37.55440918, N,0.4329 m,11.169 m,19.3687,,211410.459,550550.703,,,,,
23,127.1291358, E,37.55441286, N,0.504 m,11.602 m,15.9444,,211410.602,550551.111,,,,,
24,127.1291374, E,37.55441723, N,0.4849 m,12.106 m,16.6044,,211410.74,550551.597,,,,,
25,127.1291389, E,37.55442142, N,0.4736 m,12.591 m,16.3636,,211410.878,550552.062,,,,,
26,127.1291405, E,37.55442551, N,0.4556 m,13.065 m,17.7009,,211411.011,550552.516,,,,,
27,127.129142, E,37.55442942, N,0.4968 m,13.52 m,14.9721,,211411.149,550552.95,,,,,
28,127.1291435, E,37.55443375, N,0.512 m,14.017 m,16.8873,,211411.276,550553.431,,,,,
29,127.1291452, E,37.55443817, N,0.4597 m,14.53 m,14.887,,211411.424,550553.921,,,,,
30,127.1291465, E,37.55444217, N,0.502 m,14.989 m,14.8222,,211411.542,550554.365,,,,,
31,127.1291479, E,37.55444654, N,0.4933 m,15.491 m,15.698,,211411.67,550554.851,,,,,
32,127.1291495, E,37.55445082, N,0.524 m,15.984 m,15.3338,,211411.802,550555.326,,,,,
33,127.129151, E,37.55445537, N,0.4956 m,16.508 m,14.4014,,211411.94,550555.831,,,,,
34,127.1291524, E,37.5544597, N,0.526 m,17.004 m,20.002,,211412.063,550556.311,,,,,
35,127.1291545, E,37.55446415, N,0.531 m,17.53 m,17.7288,,211412.242,550556.806,,,,,
36,127.1291563, E,37.55446871, N,0.565 m,18.061 m,18.2677,,211412.403,550557.312,,,,,
37,127.1291583, E,37.55447354, N,0.548 m,18.626 m,18.0066,,211412.579,550557.848,,,,,
38,127.1291602, E,37.55447823, N,0.4646 m,19.173 m,13.4274,,211412.748,550558.369,,,,,
39,127.1291614, E,37.5544823, N,0.576 m,19.638 m,13.9301,,211412.855,550558.821,,,,,
40,127.129163, E,37.55448734, N,0.597 m,20.214 m,15.7209,,211412.993,550559.381,,,,,
41,127.1291648, E,37.55449251, N,0.56 m,20.811 m,19.2577,,211413.154,550559.955,,,,,
42,127.1291669, E,37.55449728, N,0.592 m,21.37 m,16.6357,,211413.338,550560.484,,,,,
43,127.1291688, E,37.55450238, N,0.589 m,21.962 m,18.2778,,211413.506,550561.051,,,,,
44,127.1291709, E,37.55450742, N,0.598 m,22.551 m,14.1743,,211413.69,550561.61,,,,,
45,127.1291726, E,37.55451264, N,0.579 m,23.148 m,15.9546,,211413.836,550562.19,,,,,
46,127.1291744, E,37.55451766, N,0.563 m,23.727 m,11.5925,,211413.994,550562.747,,,,,
47,127.1291757, E,37.55452262, N,0.59 m,24.29 m,12.0695,,211414.107,550563.299,,,,,
48,127.1291771, E,37.55452782, N,0.594 m,24.88 m,11.4852,,211414.229,550563.876,,,,,
49,127.1291784, E,37.55453307, N,0.57 m,25.474 m,12.4961,,211414.347,550564.458,,,,,
