Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1291816, E,37.55453281, N,0.04773 m,---,14.5775,,211414.633,550564.43,,,car,회색, 2-1
2,127.1291818, E,37.55453323, N,0.0405 m,0.04773 m,12.9891,,211414.645,550564.476,,,,,
3,127.1291819, E,37.55453358, N,0.0531 m,0.0882 m,17.0062,,211414.654,550564.515,,,,,
4,127.129182, E,37.55453404, N,0.04372 m,0.1414 m,16.223,,211414.669,550564.566,,,,,
5,127.1291822, E,37.55453442, N,0.0531 m,0.1851 m,17.0062,,211414.681,550564.608,,,,,
6,127.1291824, E,37.55453488, N,0.0553 m,0.2382 m,16.3389,,211414.697,550564.659,,,,,
7,127.1291825, E,37.55453535, N,0.1167 m,0.2935 m,17.0318,,211414.712,550564.712,,,,,
8,127.1291829, E,37.55453636, N,0.137 m,0.4102 m,15.4791,,211414.746,550564.824,,,,,
9,127.1291833, E,37.55453755, N,0.1206 m,0.547 m,14.4014,,211414.783,550564.956,,,,,
10,127.1291837, E,37.5545386, N,0.166 m,0.668 m,16.6135,,211414.813,550565.073,,,,,
11,127.1291842, E,37.55454003, N,0.1737 m,0.834 m,13.3192,,211414.86,550565.232,,,,,
12,127.1291847, E,37.55454156, N,0.1737 m,1.008 m,13.3192,,211414.9,550565.401,,,,,
13,127.1291851, E,37.55454308, N,0.2126 m,1.181 m,10.863,,211414.939,550565.57,,,,,
14,127.1291856, E,37.55454496, N,0.2558 m,1.394 m,14.9477,,211414.979,550565.779,,,,,
15,127.1291863, E,37.55454719, N,0.2562 m,1.65 m,16.1387,,211415.045,550566.026,,,,,
16,127.1291871, E,37.55454941, N,0.2998 m,1.906 m,16.7096,,211415.116,550566.272,,,,,
17,127.1291881, E,37.55455199, N,0.3022 m,2.206 m,12.9143,,211415.202,550566.56,,,,,
18,127.1291889, E,37.55455465, N,0.3285 m,2.508 m,12.5369,,211415.269,550566.854,,,,,
19,127.1291897, E,37.55455754, N,0.3193 m,2.837 m,11.1917,,211415.34,550567.175,,,,,
20,127.1291904, E,37.55456036, N,0.3733 m,3.156 m,13.0733,,211415.401,550567.488,,,,,
21,127.1291913, E,37.55456364, N,0.3429 m,3.529 m,13.1653,,211415.485,550567.852,,,,,
22,127.1291922, E,37.55456664, N,0.3787 m,3.872 m,12.883,,211415.563,550568.186,,,,,
23,127.1291932, E,37.55456997, N,0.4305 m,4.251 m,9.0513,,211415.647,550568.555,,,,,
24,127.1291939, E,37.5545738, N,0.4207 m,4.681 m,13.9301,,211415.714,550568.981,,,,,
25,127.1291951, E,37.55457748, N,0.4326 m,5.102 m,5.2732,,211415.814,550569.389,,,,,
26,127.1291955, E,37.55458136, N,0.4772 m,5.535 m,4.7866,,211415.854,550569.82,,,,,
27,127.129196, E,37.55458565, N,0.4926 m,6.012 m,1.706,,211415.893,550570.296,,,,,
28,127.1291961, E,37.55459008, N,0.4838 m,6.504 m,6.053,,211415.907,550570.788,,,,,
29,127.1291967, E,37.55459442, N,0.4959 m,6.988 m,0.604,,211415.957,550571.269,,,,,
30,127.1291968, E,37.55459889, N,0.51 m,7.484 m,2.805,,211415.962,550571.765,,,,,
31,127.1291971, E,37.55460347, N,0.53 m,7.994 m,0.1037,,211415.986,550572.274,,,,,
32,127.1291971, E,37.55460825, N,0.532 m,8.524 m,358.27,,211415.986,550572.804,,,,,
33,127.1291969, E,37.55461304, N,0.551 m,9.056 m,354.2524,,211415.969,550573.336,,,,,
34,127.1291963, E,37.55461798, N,0.579 m,9.607 m,354.258,,211415.913,550573.884,,,,,
35,127.1291956, E,37.55462317, N,0.572 m,10.186 m,351.077,,211415.855,550574.461,,,,,
36,127.1291946, E,37.55462827, N,0.627 m,10.759 m,353.1599,,211415.765,550575.026,,,,,
37,127.1291938, E,37.55463388, N,0.57 m,11.386 m,350.7552,,211415.69,550575.648,,,,,
38,127.1291927, E,37.55463894, N,0.606 m,11.955 m,349.7029,,211415.597,550576.211,,,,,
