Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1291256, E,37.55430232, N,0.585 m,---,12.2879,,211409.721,550538.841,,,car,주황색, 2-1
2,127.1291271, E,37.55430747, N,0.4743 m,0.585 m,21.1161,,211409.845,550539.413,,,,,
3,127.129129, E,37.55431145, N,0.562 m,1.059 m,14.1149,,211410.015,550539.855,,,,,
4,127.1291305, E,37.55431636, N,0.543 m,1.621 m,17.6042,,211410.151,550540.4,,,,,
5,127.1291324, E,37.55432102, N,0.575 m,2.164 m,16.583,,211410.315,550540.918,,,,,
6,127.1291343, E,37.55432599, N,0.505 m,2.739 m,14.1149,,211410.478,550541.469,,,,,
7,127.1291357, E,37.55433041, N,0.51 m,3.245 m,23.3808,,211410.601,550541.96,,,,,
8,127.1291379, E,37.55433463, N,0.566 m,3.755 m,18.2957,,211410.803,550542.428,,,,,
9,127.12914, E,37.55433947, N,0.556 m,4.321 m,17.1814,,211410.98,550542.966,,,,,
10,127.1291418, E,37.55434426, N,0.552 m,4.877 m,15.8298,,211411.143,550543.498,,,,,
11,127.1291435, E,37.55434904, N,0.565 m,5.429 m,15.4549,,211411.293,550544.029,,,,,
12,127.1291452, E,37.55435395, N,0.541 m,5.994 m,16.9161,,211411.443,550544.574,,,,,
13,127.129147, E,37.55435861, N,0.552 m,6.535 m,15.8298,,211411.599,550545.091,,,,,
14,127.1291487, E,37.55436339, N,0.4893 m,7.087 m,16.2431,,211411.749,550545.622,,,,,
15,127.1291503, E,37.55436763, N,0.541 m,7.576 m,16.9161,,211411.885,550546.092,,,,,
16,127.129152, E,37.55437229, N,0.4976 m,8.117 m,19.2576,,211412.042,550546.61,,,,,
17,127.1291539, E,37.55437652, N,0.562 m,8.614 m,14.1149,,211412.206,550547.08,,,,,
18,127.1291554, E,37.55438143, N,0.51 m,9.176 m,13.1879,,211412.342,550547.625,,,,,
19,127.1291568, E,37.55438591, N,0.506 m,9.687 m,19.7325,,211412.458,550548.122,,,,,
20,127.1291587, E,37.5543902, N,0.4821 m,10.193 m,16.2094,,211412.628,550548.599,,,,,
21,127.1291602, E,37.55439437, N,0.505 m,10.675 m,14.1149,,211412.762,550549.062,,,,,
22,127.1291616, E,37.55439879, N,0.4758 m,11.18 m,13.3192,,211412.884,550549.552,,,,,
23,127.1291629, E,37.55440296, N,0.518 m,11.656 m,17.4027,,211412.993,550550.015,,,,,
24,127.1291646, E,37.55440742, N,0.4825 m,12.175 m,9.0357,,211413.148,550550.51,,,,,
25,127.1291655, E,37.55441171, N,0.52 m,12.657 m,10.6522,,211413.223,550550.987,,,,,
26,127.1291666, E,37.55441631, N,0.4487 m,13.177 m,7.1633,,211413.318,550551.498,,,,,
27,127.1291672, E,37.55442032, N,0.4528 m,13.625 m,6.9899,,211413.374,550551.943,,,,,
28,127.1291678, E,37.55442437, N,0.511 m,14.078 m,2.3693,,211413.428,550552.393,,,,,
29,127.129168, E,37.55442897, N,0.4631 m,14.589 m,0.0786,,211413.448,550552.903,,,,,
30,127.1291681, E,37.55443315, N,0.4588 m,15.052 m,6.0432,,211413.448,550553.366,,,,,
31,127.1291686, E,37.55443726, N,0.4717 m,15.511 m,5.0484,,211413.496,550553.823,,,,,
32,127.1291691, E,37.55444149, N,0.4497 m,15.983 m,358.343,,211413.537,550554.293,,,,,
33,127.1291689, E,37.55444554, N,0.47 m,16.433 m,359.2484,,211413.523,550554.742,,,,,
34,127.1291689, E,37.55444977, N,0.511 m,16.903 m,2.3693,,211413.517,550555.212,,,,,
35,127.1291691, E,37.55445438, N,0.4633 m,17.414 m,1.7634,,211413.537,550555.723,,,,,
36,127.1291693, E,37.55445855, N,0.4979 m,17.877 m,3.2151,,211413.551,550556.186,,,,,
37,127.1291696, E,37.55446303, N,0.504 m,18.375 m,1.6269,,211413.578,550556.683,,,,,
38,127.1291697, E,37.55446757, N,0.519 m,18.879 m,4.5927,,211413.591,550557.187,,,,,
39,127.1291702, E,37.55447223, N,0.527 m,19.399 m,5.2731,,211413.632,550557.705,,,,,
40,127.1291708, E,37.55447696, N,0.4853 m,19.925 m,4.9091,,211413.68,550558.229,,,,,
41,127.1291712, E,37.55448131, N,0.518 m,20.41 m,2.3392,,211413.721,550558.713,,,,,
42,127.1291715, E,37.55448598, N,0.4588 m,20.928 m,6.0432,,211413.741,550559.231,,,,,
43,127.129172, E,37.55449009, N,0.539 m,21.387 m,3.7002,,211413.789,550559.687,,,,,
44,127.1291724, E,37.55449493, N,0.515 m,21.926 m,7.6733,,211413.823,550560.225,,,,,
45,127.1291732, E,37.55449954, N,0.4546 m,22.442 m,8.6943,,211413.891,550560.736,,,,,
46,127.129174, E,37.55450359, N,0.4724 m,22.896 m,5.8715,,211413.959,550561.185,,,,,
47,127.1291745, E,37.55450782, N,0.507 m,23.369 m,6.2489,,211414.007,550561.655,,,,,
48,127.1291751, E,37.55451236, N,0.4588 m,23.876 m,6.0432,,211414.061,550562.159,,,,,
49,127.1291757, E,37.55451647, N,0.501 m,24.334 m,11.847,,211414.109,550562.615,,,,,
50,127.1291768, E,37.55452089, N,0.4411 m,24.835 m,13.4712,,211414.211,550563.106,,,,,
51,127.129178, E,37.55452475, N,0.505 m,25.276 m,14.1149,,211414.313,550563.535,,,,,
52,127.1291794, E,37.55452917, N,0.4581 m,25.782 m,5.196,,211414.436,550564.025,,,,,
53,127.1291799, E,37.55453328, N,0.5 m,26.24 m,6.3327,,211414.477,550564.482,,,,,
54,127.1291805, E,37.55453776, N,0.525 m,26.74 m,13.5744,,211414.531,550564.979,,,,,
55,127.1291819, E,37.55454236, N,0.528 m,27.265 m,11.2436,,211414.654,550565.49,,,,,
56,127.1291831, E,37.55454702, N,0.546 m,27.793 m,10.128,,211414.756,550566.007,,,,,
57,127.1291841, E,37.55455187, N,0.563 m,28.34 m,7.0317,,211414.851,550566.545,,,,,
58,127.1291849, E,37.5545569, N,0.571 m,28.902 m,8.3054,,211414.92,550567.104,,,,,
59,127.1291859, E,37.55456199, N,0.564 m,29.473 m,8.4044,,211415.001,550567.669,,,,,
60,127.1291868, E,37.55456702, N,0.598 m,30.038 m,7.932,,211415.083,550568.227,,,,,
61,127.1291877, E,37.55457236, N,0.574 m,30.636 m,4.1643,,211415.165,550568.82,,,,,
62,127.1291882, E,37.55457751, N,0.591 m,31.209 m,8.0222,,211415.206,550569.392,,,,,
63,127.1291891, E,37.55458279, N,0.604 m,31.801 m,7.2037,,211415.287,550569.978,,,,,
64,127.12919, E,37.55458819, N,0.606 m,32.405 m,8.4821,,211415.362,550570.577,,,,,
65,127.129191, E,37.55459359, N,0.591 m,33.011 m,4.5956,,211415.451,550571.177,,,,,
66,127.1291915, E,37.5545989, N,0.634 m,33.602 m,4.8807,,211415.497,550571.766,,,,,
67,127.1291921, E,37.55460459, N,0.568 m,34.236 m,359.1621,,211415.55,550572.397,,,,,
68,127.129192, E,37.5546097, N,0.613 m,34.803 m,2.1998,,211415.541,550572.965,,,,,
69,127.1291923, E,37.55461522, N,0.612 m,35.417 m,354.1143,,211415.564,550573.578,,,,,
70,127.1291916, E,37.55462071, N,0.599 m,36.028 m,358.6675,,211415.5,550574.186,,,,,
71,127.1291914, E,37.5546261, N,0.588 m,36.627 m,4.9526,,211415.486,550574.785,,,,,
72,127.129192, E,37.55463138, N,0.536 m,37.215 m,359.1077,,211415.536,550575.371,,,,,
73,127.1291919, E,37.55463621, N,0.576 m,37.751 m,352.6748,,211415.527,550575.907,,,,,
74,127.1291911, E,37.55464135, N,0.591 m,38.327 m,3.0525,,211415.452,550576.478,,,,,
75,127.1291914, E,37.55464667, N,0.604 m,38.918 m,347.6288,,211415.483,550577.068,,,,,
76,127.12919, E,37.55465199, N,0.553 m,39.522 m,349.7029,,211415.353,550577.658,,,,,
77,127.1291889, E,37.55465689, N,0.589 m,40.075 m,344.2357,,211415.253,550578.202,,,,,
78,127.1291871, E,37.554662, N,0.61 m,40.665 m,352.8645,,211415.092,550578.769,,,,,
79,127.1291862, E,37.55466746, N,0.554 m,41.275 m,348.9241,,211415.016,550579.374,,,,,
80,127.129185, E,37.55467236, N,0.548 m,41.829 m,342.1509,,211414.908,550579.918,,,,,
81,127.1291831, E,37.55467705, N,0.664 m,42.377 m,343.3163,,211414.74,550580.439,,,,,
82,127.1291809, E,37.55468279, N,0.55 m,43.041 m,341.3915,,211414.548,550581.075,,,,,
83,127.1291789, E,37.55468748, N,0.535 m,43.591 m,334.6155,,211414.372,550581.596,,,,,
84,127.1291764, E,37.55469184, N,0.569 m,44.126 m,336.2729,,211414.142,550582.079,,,,,
85,127.1291738, E,37.55469653, N,0.571 m,44.695 m,337.9917,,211413.912,550582.6,,,,,
86,127.1291713, E,37.5547013, N,0.552 m,45.266 m,332.8021,,211413.698,550583.129,,,,,
87,127.1291685, E,37.55470572, N,0.606 m,45.817 m,327.9967,,211413.445,550583.619,,,,,
88,127.1291649, E,37.55471035, N,0.566 m,46.423 m,330.0456,,211413.123,550584.132,,,,,
89,127.1291617, E,37.55471477, N,0.565 m,46.99 m,327.2503,,211412.84,550584.623,,,,,
90,127.1291582, E,37.55471906, N,0.531 m,47.555 m,326.8471,,211412.533,550585.098,,,,,
91,127.1291549, E,37.55472306, N,0.548 m,48.086 m,323.1307,,211412.242,550585.542,,,,,
92,127.1291512, E,37.55472701, N,0.561 m,48.634 m,325.0868,,211411.913,550585.98,,,,,
93,127.1291475, E,37.55473116, N,0.589 m,49.195 m,321.419,,211411.591,550586.44,,,,,
94,127.1291434, E,37.55473531, N,0.63 m,49.784 m,321.7455,,211411.223,550586.9,,,,,
95,127.129139, E,37.55473976, N,0.622 m,50.414 m,303.7689,,211410.832,550587.394,,,,,
96,127.1291331, E,37.55474288, N,0.587 m,51.036 m,319.8425,,211410.315,550587.739,,,,,
97,127.1291288, E,37.55474692, N,0.626 m,51.623 m,315.8229,,211409.936,550588.187,,,,,
