Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.12912, E,37.55426831, N,0.708 m,---,14.1149,,211409.23,550535.065,,,car,검정색, 2-3
2,127.129122, E,37.55427449, N,0.617 m,0.708 m,16.2431,,211409.402,550535.752,,,,,
3,127.1291239, E,37.55427983, N,0.669 m,1.325 m,15.7209,,211409.573,550536.345,,,,,
4,127.129126, E,37.55428563, N,0.666 m,1.994 m,15.0101,,211409.754,550536.989,,,,,
5,127.1291279, E,37.55429143, N,0.644 m,2.66 m,16.3388,,211409.925,550537.633,,,,,
6,127.12913, E,37.554297, N,0.623 m,3.304 m,15.2645,,211410.106,550538.251,,,,,
7,127.1291318, E,37.55430241, N,0.642 m,3.927 m,15.6028,,211410.269,550538.852,,,,,
8,127.1291338, E,37.55430798, N,0.633 m,4.568 m,15.8106,,211410.44,550539.47,,,,,
9,127.1291358, E,37.55431347, N,0.621 m,5.202 m,14.4994,,211410.612,550540.08,,,,,
10,127.1291375, E,37.55431888, N,0.587 m,5.822 m,15.3338,,211410.767,550540.681,,,,,
11,127.1291393, E,37.55432399, N,0.571 m,6.41 m,15.7873,,211410.921,550541.248,,,,,
12,127.129141, E,37.55432894, N,0.563 m,6.981 m,16.024,,211411.076,550541.797,,,,,
13,127.1291428, E,37.55433381, N,0.552 m,7.543 m,14.3485,,211411.23,550542.338,,,,,
14,127.1291443, E,37.55433863, N,0.52 m,8.096 m,18.7132,,211411.367,550542.873,,,,,
15,127.1291462, E,37.55434306, N,0.512 m,8.615 m,18.3111,,211411.533,550543.366,,,,,
16,127.129148, E,37.55434744, N,0.52 m,9.127 m,18.7132,,211411.693,550543.852,,,,,
17,127.1291499, E,37.55435188, N,0.506 m,9.647 m,22.0004,,211411.859,550544.344,,,,,
18,127.1291521, E,37.5543561, N,0.506 m,10.153 m,22.0004,,211412.048,550544.814,,,,,
19,127.1291542, E,37.55436033, N,0.524 m,10.659 m,21.88,,211412.237,550545.283,,,,,
20,127.1291564, E,37.55436471, N,0.52 m,11.183 m,25.5148,,211412.431,550545.77,,,,,
21,127.129159, E,37.55436894, N,0.52 m,11.703 m,24.1051,,211412.654,550546.239,,,,,
22,127.1291614, E,37.55437322, N,0.51 m,12.223 m,15.0515,,211412.866,550546.714,,,,,
23,127.1291629, E,37.55437765, N,0.4738 m,12.732 m,25.0955,,211412.998,550547.207,,,,,
24,127.1291651, E,37.55438152, N,0.517 m,13.206 m,21.5264,,211413.198,550547.636,,,,,
25,127.1291673, E,37.55438585, N,0.471 m,13.723 m,20.7162,,211413.387,550548.117,,,,,
26,127.1291692, E,37.55438981, N,0.515 m,14.194 m,28.6382,,211413.553,550548.557,,,,,
27,127.129172, E,37.55439389, N,0.527 m,14.709 m,21.0715,,211413.799,550549.01,,,,,
28,127.1291741, E,37.55439832, N,0.518 m,15.236 m,22.0623,,211413.988,550549.502,,,,,
