Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1290857, E,37.55425942, N,1.066 m,---,15.6454,,211406.195,550534.075,,,car,검정색, 2-1
2,127.1290889, E,37.55426867, N,1.071 m,1.066 m,15.1702,,211406.481,550535.102,,,,,
3,127.1290921, E,37.55427798, N,1.101 m,2.137 m,15.3868,,211406.76,550536.136,,,,,
4,127.1290954, E,37.55428755, N,1.102 m,3.238 m,15.5812,,211407.05,550537.198,,,,,
5,127.1290987, E,37.55429711, N,1.04 m,4.34 m,16.6689,,211407.345,550538.259,,,,,
6,127.1291021, E,37.55430609, N,1.1 m,5.38 m,16.6618,,211407.642,550539.257,,,,,
7,127.1291057, E,37.55431558, N,1.078 m,6.48 m,15.7129,,211407.956,550540.31,,,,,
8,127.129109, E,37.55432493, N,1.099 m,7.558 m,16.4682,,211408.246,550541.349,,,,,
9,127.1291125, E,37.55433442, N,1.104 m,8.657 m,17.4326,,211408.556,550542.403,,,,,
10,127.1291163, E,37.55434392, N,1.063 m,9.761 m,15.938,,211408.886,550543.457,,,,,
11,127.1291196, E,37.55435313, N,1.048 m,10.824 m,16.5899,,211409.176,550544.48,,,,,
12,127.129123, E,37.55436218, N,1.048 m,11.872 m,17.5085,,211409.474,550545.484,,,,,
13,127.1291265, E,37.55437118, N,1.051 m,12.92 m,15.8063,,211409.788,550546.484,,,,,
14,127.1291298, E,37.55438029, N,1.083 m,13.971 m,15.0101,,211410.073,550547.495,,,,,
15,127.1291329, E,37.55438971, N,1.073 m,15.053 m,15.4699,,211410.352,550548.542,,,,,
16,127.1291362, E,37.55439903, N,1.035 m,16.126 m,15.0515,,211410.637,550549.576,,,,,
17,127.1291392, E,37.55440803, N,1.051 m,17.161 m,15.8064,,211410.904,550550.576,,,,,
18,127.1291425, E,37.55441714, N,1.069 m,18.212 m,14.5684,,211411.189,550551.587,,,,,
19,127.1291455, E,37.55442646, N,1.052 m,19.28 m,13.5005,,211411.456,550552.622,,,,,
20,127.1291483, E,37.55443567, N,0.997 m,20.332 m,14.6011,,211411.7,550553.644,,,,,
21,127.1291511, E,37.55444436, N,1.054 m,21.329 m,14.1149,,211411.95,550554.609,,,,,
22,127.129154, E,37.55445357, N,0.992 m,22.383 m,13.6266,,211412.206,550555.632,,,,,
23,127.1291567, E,37.55446226, N,1.06 m,23.375 m,15.3338,,211412.438,550556.597,,,,,
24,127.1291598, E,37.55447148, N,1.032 m,24.436 m,16.7779,,211412.717,550557.62,,,,,
25,127.1291632, E,37.55448038, N,0.981 m,25.467 m,13.7856,,211413.014,550558.608,,,,,
26,127.1291659, E,37.55448896, N,1.009 m,26.448 m,14.7551,,211413.246,550559.561,,,,,
27,127.1291688, E,37.55449776, N,0.983 m,27.458 m,16.7455,,211413.502,550560.538,,,,,
28,127.129172, E,37.55450624, N,0.968 m,28.44 m,14.4487,,211413.784,550561.479,,,,,
29,127.1291747, E,37.55451468, N,0.979 m,29.408 m,15.3184,,211414.024,550562.417,,,,,
30,127.1291776, E,37.55452319, N,0.952 m,30.387 m,16.1522,,211414.281,550563.361,,,,,
31,127.1291806, E,37.55453142, N,0.94 m,31.339 m,15.3752,,211414.545,550564.276,,,,,
32,127.1291835, E,37.55453959, N,0.857 m,32.279 m,11.9265,,211414.793,550565.182,,,,,
33,127.1291855, E,37.55454714, N,0.951 m,33.136 m,12.0756,,211414.969,550566.021,,,,,
34,127.1291877, E,37.55455552, N,0.93 m,34.086 m,10.6397,,211415.166,550566.951,,,,,
35,127.1291897, E,37.55456375, N,0.919 m,35.016 m,12.0047,,211415.337,550567.865,,,,,
36,127.1291918, E,37.55457185, N,0.91 m,35.935 m,8.8991,,211415.527,550568.764,,,,,
37,127.1291934, E,37.55457995, N,0.922 m,36.845 m,7.562,,211415.666,550569.663,,,,,
38,127.1291948, E,37.55458819, N,0.856 m,37.767 m,5.144,,211415.786,550570.577,,,,,
39,127.1291956, E,37.55459587, N,0.885 m,38.623 m,3.0915,,211415.862,550571.43,,,,,
40,127.1291962, E,37.55460382, N,0.899 m,39.508 m,3.9649,,211415.908,550572.313,,,,,
41,127.1291969, E,37.5546119, N,0.845 m,40.406 m,0.8672,,211415.969,550573.21,,,,,
42,127.129197, E,37.55461951, N,0.843 m,41.251 m,358.1462,,211415.981,550574.055,,,,,
43,127.1291967, E,37.5546271, N,0.85 m,42.094 m,355.7201,,211415.952,550574.897,,,,,
44,127.129196, E,37.55463474, N,0.826 m,42.944 m,353.7979,,211415.888,550575.744,,,,,
45,127.129195, E,37.55464214, N,0.773 m,43.77 m,352.3433,,211415.797,550576.566,,,,,
46,127.1291938, E,37.55464904, N,0.812 m,44.543 m,350.3769,,211415.693,550577.331,,,,,
47,127.1291923, E,37.55465626, N,0.791 m,45.355 m,348.5853,,211415.556,550578.132,,,,,
48,127.1291905, E,37.55466324, N,0.763 m,46.146 m,345.5722,,211415.399,550578.907,,,,,
49,127.1291884, E,37.5546699, N,0.791 m,46.909 m,337.1998,,211415.208,550579.646,,,,,
50,127.1291849, E,37.55467647, N,0.751 m,47.7 m,336.3366,,211414.9,550580.374,,,,,
51,127.1291815, E,37.55468266, N,0.728 m,48.45 m,339.5228,,211414.598,550581.061,,,,,
52,127.1291786, E,37.55468881, N,0.748 m,49.179 m,335.815,,211414.342,550581.743,,,,,
53,127.1291751, E,37.55469496, N,0.734 m,49.927 m,331.7098,,211414.035,550582.425,,,,,
54,127.1291712, E,37.55470078, N,0.73 m,50.661 m,330.975,,211413.686,550583.071,,,,,
55,127.1291672, E,37.55470653, N,0.736 m,51.391 m,329.7356,,211413.331,550583.709,,,,,
56,127.129163, E,37.55471226, N,0.715 m,52.127 m,324.8662,,211412.959,550584.345,,,,,
57,127.1291583, E,37.55471753, N,0.767 m,52.842 m,319.7997,,211412.547,550584.928,,,,,
58,127.1291527, E,37.55472281, N,0.671 m,53.609 m,323.2433,,211412.051,550585.513,,,,,
59,127.1291482, E,37.55472765, N,0.769 m,54.28 m,318.3459,,211411.649,550586.05,,,,,
60,127.1291424, E,37.55473283, N,0.715 m,55.049 m,314.1194,,211411.137,550586.624,,,,,
61,127.1291366, E,37.55473731, N,0.724 m,55.764 m,310.8674,,211410.623,550587.122,,,,,
62,127.1291304, E,37.55474158, N,0.735 m,56.488 m,313.454,,211410.075,550587.595,,,,,
63,127.1291244, E,37.55474613, N,0.756 m,57.223 m,306.8871,,211409.541,550588.099,,,,,
