Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1291418, E,37.5543247, N,0.1095 m,---,11.5197,,211411.148,550541.328,,,car,회색,2-3
2,127.1291421, E,37.55432567, N,0.0924 m,0.1095 m,14.4994,,211411.169,550541.435,,,,,
3,127.1291423, E,37.55432648, N,0.1011 m,0.2019 m,20.8042,,211411.192,550541.524,,,,,
4,127.1291427, E,37.55432733, N,0.1389 m,0.303 m,12.8362,,211411.228,550541.619,,,,,
5,127.1291431, E,37.55432855, N,0.1479 m,0.4419 m,18.2005,,211411.259,550541.754,,,,,
6,127.1291436, E,37.55432981, N,0.1686 m,0.59 m,14.1149,,211411.305,550541.895,,,,,
7,127.1291441, E,37.55433129, N,0.163 m,0.758 m,13.6792,,211411.346,550542.059,,,,,
8,127.1291445, E,37.55433271, N,0.1863 m,0.921 m,14.7822,,211411.384,550542.217,,,,,
9,127.1291451, E,37.55433434, N,0.1738 m,1.108 m,17.1814,,211411.431,550542.397,,,,,
10,127.1291456, E,37.55433583, N,0.1427 m,1.282 m,17.9455,,211411.483,550542.563,,,,,
11,127.1291461, E,37.55433706, N,0.1479 m,1.424 m,13.5744,,211411.526,550542.699,,,,,
12,127.1291465, E,37.55433835, N,0.151 m,1.572 m,17.8233,,211411.561,550542.843,,,,,
13,127.1291471, E,37.55433965, N,0.1856 m,1.723 m,16.2679,,211411.607,550542.987,,,,,
14,127.1291476, E,37.55434125, N,0.294 m,1.909 m,22.2962,,211411.659,550543.165,,,,,
15,127.1291489, E,37.5543437, N,0.2413 m,2.203 m,21.7533,,211411.77,550543.437,,,,,
16,127.1291499, E,37.55434572, N,0.2776 m,2.444 m,13.2512,,211411.859,550543.661,,,,,
17,127.1291506, E,37.55434816, N,0.3045 m,2.722 m,10.9642,,211411.922,550543.932,,,,,
18,127.1291513, E,37.55435085, N,0.3125 m,3.026 m,12.8362,,211411.98,550544.231,,,,,
19,127.1291521, E,37.5543536, N,0.3904 m,3.339 m,15.2978,,211412.049,550544.536,,,,,
20,127.1291532, E,37.55435699, N,0.351 m,3.729 m,16.1695,,211412.151,550544.912,,,,,
21,127.1291543, E,37.55436003, N,0.3885 m,4.08 m,14.5788,,211412.248,550545.25,,,,,
22,127.1291555, E,37.55436342, N,0.3858 m,4.469 m,16.6856,,211412.346,550545.626,,,,,
23,127.1291567, E,37.55436674, N,0.4312 m,4.854 m,15.7873,,211412.456,550545.995,,,,,
24,127.129158, E,37.55437048, N,0.4687 m,5.286 m,14.4994,,211412.573,550546.41,,,,,
25,127.1291594, E,37.55437457, N,0.4742 m,5.754 m,13.9249,,211412.689,550546.864,,,,,
26,127.1291607, E,37.55437872, N,0.4392 m,6.229 m,16.3727,,211412.803,550547.325,,,,,
27,127.1291621, E,37.55438252, N,0.4659 m,6.668 m,16.2432,,211412.926,550547.746,,,,,
28,127.1291635, E,37.55438655, N,0.442 m,7.134 m,14.5227,,211413.056,550548.194,,,,,
29,127.1291648, E,37.5543904, N,0.4641 m,7.576 m,15.4742,,211413.166,550548.622,,,,,
