Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1291268, E,37.55438992, N,0.04574 m,---,18.0211,,211409.808,550548.564,,,car,회색, 2-1
2,127.1291269, E,37.55439031, N,0.0503 m,0.04574 m,17.3201,,211409.822,550548.607,,,,,
3,127.1291271, E,37.55439074, N,0.04194 m,0.0961 m,18.5136,,211409.837,550548.656,,,,,
4,127.1291273, E,37.5543911, N,0.02832 m,0.138 m,17.0992,,211409.851,550548.695,,,,,
5,127.1291274, E,37.55439135, N,0.01883 m,0.1663 m,20.1682,,211409.859,550548.722,,,,,
6,127.1291274, E,37.55439151, N,0.02256 m,0.1852 m,16.738,,211409.865,550548.74,,,,,
7,127.1291275, E,37.5543917, N,0.02099 m,0.2077 m,20.6347,,211409.872,550548.762,,,,,
8,127.1291276, E,37.55439188, N,0.01361 m,0.2287 m,20.8407,,211409.879,550548.781,,,,,
9,127.1291276, E,37.55439199, N,0.03387 m,0.2423 m,27.1082,,211409.884,550548.794,,,,,
10,127.1291278, E,37.55439226, N,0.03818 m,0.2762 m,22.1881,,211409.899,550548.824,,,,,
11,127.129128, E,37.55439258, N,0.0865 m,0.3144 m,19.0923,,211409.914,550548.86,,,,,
12,127.1291283, E,37.55439332, N,0.0885 m,0.4009 m,24.1228,,211409.942,550548.941,,,,,
13,127.1291287, E,37.55439405, N,0.04377 m,0.4894 m,24.7022,,211409.978,550549.022,,,,,
14,127.1291289, E,37.5543944, N,0.0877 m,0.533 m,22.2821,,211409.996,550549.062,,,,,
15,127.1291293, E,37.55439514, N,0.052 m,0.621 m,22.558,,211410.029,550549.143,,,,,
16,127.1291295, E,37.55439557, N,0.0823 m,0.673 m,25.0955,,211410.049,550549.191,,,,,
17,127.1291299, E,37.55439624, N,0.1287 m,0.755 m,18.82,,211410.084,550549.266,,,,,
18,127.1291304, E,37.55439734, N,0.1062 m,0.884 m,16.3925,,211410.125,550549.388,,,,,
19,127.1291307, E,37.55439826, N,0.0967 m,0.99 m,18.0478,,211410.155,550549.49,,,,,
20,127.1291311, E,37.55439909, N,0.1228 m,1.087 m,21.4492,,211410.185,550549.582,,,,,
21,127.1291316, E,37.55440012, N,0.102 m,1.21 m,12.759,,211410.23,550549.696,,,,,
22,127.1291318, E,37.55440101, N,0.1194 m,1.312 m,6.8582,,211410.252,550549.796,,,,,
23,127.129132, E,37.55440208, N,0.1327 m,1.431 m,14.2668,,211410.266,550549.914,,,,,
24,127.1291324, E,37.55440324, N,0.1322 m,1.564 m,19.8775,,211410.299,550550.043,,,,,
25,127.1291329, E,37.55440436, N,0.1793 m,1.696 m,23.799,,211410.344,550550.167,,,,,
26,127.1291337, E,37.55440584, N,0.2135 m,1.875 m,14.9241,,211410.416,550550.331,,,,,
27,127.1291343, E,37.5544077, N,0.1809 m,2.089 m,14.4014,,211410.47,550550.538,,,,,
28,127.1291348, E,37.55440927, N,0.1932 m,2.27 m,15.1882,,211410.515,550550.713,,,,,
29,127.1291354, E,37.55441095, N,0.2217 m,2.463 m,12.712,,211410.566,550550.9,,,,,
30,127.1291359, E,37.5544129, N,0.2123 m,2.685 m,18.5136,,211410.614,550551.116,,,,,
31,127.1291367, E,37.55441472, N,0.2255 m,2.897 m,16.4147,,211410.681,550551.317,,,,,
32,127.1291374, E,37.55441667, N,0.2502 m,3.122 m,20.1347,,211410.745,550551.534,,,,,
33,127.1291384, E,37.55441878, N,0.226 m,3.373 m,16.8685,,211410.83,550551.769,,,,,
34,127.1291391, E,37.55442073, N,0.2595 m,3.599 m,18.5136,,211410.896,550551.985,,,,,
35,127.1291401, E,37.55442295, N,0.2607 m,3.858 m,19.2913,,211410.978,550552.231,,,,,
36,127.1291411, E,37.55442516, N,0.2919 m,4.119 m,10.3835,,211411.064,550552.477,,,,,
37,127.1291416, E,37.55442775, N,0.2609 m,4.411 m,9.541,,211411.116,550552.765,,,,,
38,127.1291421, E,37.55443007, N,0.2965 m,4.672 m,21.4784,,211411.159,550553.022,,,,,
39,127.1291434, E,37.55443256, N,0.3008 m,4.968 m,14.8041,,211411.267,550553.298,,,,,
