Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1286576, E,37.55482392, N,0.952 m,---,93.3094,,211368.289,550596.676,,,car,흰색, 2-1
2,127.1286684, E,37.55482343, N,0.921 m,0.952 m,92.9408,,211369.239,550596.623,,,,,
3,127.1286788, E,37.554823, N,0.968 m,1.872 m,94.6162,,211370.158,550596.577,,,,,
4,127.1286897, E,37.5548223, N,0.91 m,2.841 m,93.5711,,211371.124,550596.5,,,,,
5,127.1287, E,37.55482179, N,0.928 m,3.75 m,97.6731,,211372.031,550596.445,,,,,
6,127.1287104, E,37.55482067, N,0.947 m,4.678 m,90.9028,,211372.951,550596.322,,,,,
7,127.1287211, E,37.55482054, N,0.865 m,5.625 m,91.8825,,211373.898,550596.308,,,,,
8,127.1287309, E,37.55482028, N,0.908 m,6.49 m,93.9497,,211374.763,550596.281,,,,,
9,127.1287412, E,37.55481972, N,0.907 m,7.398 m,93.5207,,211375.668,550596.22,,,,,
10,127.1287514, E,37.55481922, N,0.884 m,8.305 m,93.9807,,211376.574,550596.165,,,,,
11,127.1287614, E,37.55481866, N,0.887 m,9.189 m,92.205,,211377.456,550596.105,,,,,
12,127.1287714, E,37.55481836, N,0.853 m,10.076 m,93.7404,,211378.343,550596.072,,,,,
13,127.1287811, E,37.55481785, N,0.884 m,10.93 m,96.2724,,211379.194,550596.018,,,,,
14,127.128791, E,37.55481698, N,0.838 m,11.813 m,89.6127,,211380.073,550595.922,,,,,
15,127.1288005, E,37.55481704, N,0.834 m,12.651 m,94.7644,,211380.91,550595.929,,,,,
16,127.1288099, E,37.55481641, N,0.848 m,13.485 m,98.8597,,211381.741,550595.861,,,,,
17,127.1288194, E,37.55481524, N,0.825 m,14.332 m,92.4448,,211382.579,550595.732,,,,,
18,127.1288287, E,37.55481492, N,0.783 m,15.157 m,97.5744,,211383.403,550595.698,,,,,
19,127.1288375, E,37.55481399, N,0.83 m,15.94 m,96.6785,,211384.18,550595.595,,,,,
20,127.1288468, E,37.55481312, N,0.769 m,16.77 m,97.2036,,211385.004,550595.5,,,,,
21,127.1288554, E,37.55481225, N,0.814 m,17.539 m,99.2257,,211385.766,550595.405,,,,,
22,127.1288645, E,37.55481107, N,0.785 m,18.353 m,98.5602,,211386.57,550595.275,,,,,
23,127.1288733, E,37.55481002, N,0.802 m,19.138 m,99.861,,211387.347,550595.16,,,,,
24,127.1288822, E,37.55480878, N,0.782 m,19.939 m,102.6616,,211388.137,550595.023,,,,,
25,127.1288909, E,37.55480724, N,0.763 m,20.721 m,97.1244,,211388.899,550594.853,,,,,
26,127.1288994, E,37.55480639, N,0.754 m,21.484 m,99.9666,,211389.657,550594.759,,,,,
27,127.1289078, E,37.55480521, N,0.755 m,22.238 m,105.2431,,211390.399,550594.63,,,,,
28,127.1289161, E,37.55480342, N,0.797 m,22.993 m,100.9087,,211391.128,550594.433,,,,,
29,127.128925, E,37.55480206, N,0.758 m,23.79 m,104.1149,,211391.911,550594.283,,,,,
30,127.1289333, E,37.5548004, N,0.735 m,24.549 m,103.4711,,211392.647,550594.099,,,,,
31,127.1289414, E,37.55479886, N,0.746 m,25.284 m,106.5273,,211393.362,550593.929,,,,,
32,127.1289495, E,37.55479694, N,0.706 m,26.029 m,109.2123,,211394.077,550593.717,,,,,
33,127.128957, E,37.55479485, N,0.771 m,26.736 m,109.1538,,211394.745,550593.486,,,,,
34,127.1289652, E,37.55479257, N,0.711 m,27.507 m,102.2501,,211395.473,550593.234,,,,,
35,127.1289731, E,37.55479121, N,0.772 m,28.218 m,113.4765,,211396.168,550593.084,,,,,
36,127.1289811, E,37.55478844, N,0.692 m,28.989 m,110.8328,,211396.876,550592.778,,,,,
37,127.1289884, E,37.55478622, N,0.748 m,29.681 m,110.3293,,211397.524,550592.532,,,,,
38,127.1289964, E,37.55478388, N,0.732 m,30.429 m,113.0674,,211398.225,550592.274,,,,,
39,127.129004, E,37.5547813, N,0.689 m,31.161 m,113.3516,,211398.899,550591.987,,,,,
40,127.1290112, E,37.55477884, N,0.771 m,31.851 m,119.1333,,211399.533,550591.715,,,,,
41,127.1290188, E,37.55477545, N,0.682 m,32.622 m,111.7738,,211400.207,550591.34,,,,,
42,127.129026, E,37.55477317, N,0.754 m,33.304 m,122.9073,,211400.84,550591.088,,,,,
43,127.1290331, E,37.55476948, N,0.711 m,34.058 m,120.5721,,211401.474,550590.68,,,,,
44,127.12904, E,37.55476622, N,0.734 m,34.769 m,127.1613,,211402.087,550590.319,,,,,
45,127.1290467, E,37.55476223, N,0.684 m,35.503 m,125.3512,,211402.672,550589.876,,,,,
46,127.129053, E,37.55475866, N,0.737 m,36.187 m,123.7688,,211403.231,550589.481,,,,,
47,127.1290599, E,37.55475497, N,0.705 m,36.924 m,131.1605,,211403.844,550589.072,,,,,
48,127.1290659, E,37.55475079, N,0.713 m,37.629 m,128.4821,,211404.375,550588.609,,,,,
49,127.1290722, E,37.5547468, N,0.702 m,38.341 m,129.1727,,211404.934,550588.167,,,,,
50,127.1290784, E,37.5547428, N,0.665 m,39.043 m,132.5893,,211405.478,550587.724,,,,,
51,127.1290839, E,37.55473875, N,0.704 m,39.709 m,127.6136,,211405.969,550587.274,,,,,
52,127.1290902, E,37.55473487, N,0.689 m,40.413 m,137.0813,,211406.527,550586.845,,,,,
53,127.1290956, E,37.55473033, N,0.69 m,41.102 m,137.0935,,211406.997,550586.341,,,,,
54,127.1291009, E,37.55472577, N,0.675 m,41.792 m,138.3493,,211407.468,550585.836,,,,,
55,127.129106, E,37.55472122, N,0.693 m,42.468 m,135.0788,,211407.917,550585.332,,,,,
56,127.1291115, E,37.5547168, N,0.655 m,43.161 m,136.7635,,211408.408,550584.842,,,,,
57,127.1291166, E,37.5547125, N,0.657 m,43.816 m,143.0901,,211408.857,550584.365,,,,,
58,127.129121, E,37.55470777, N,0.671 m,44.473 m,145.4205,,211409.252,550583.841,,,,,
59,127.1291253, E,37.55470279, N,0.684 m,45.144 m,137.4983,,211409.634,550583.289,,,,,
60,127.1291306, E,37.55469825, N,0.662 m,45.828 m,143.4447,,211410.097,550582.785,,,,,
61,127.129135, E,37.55469346, N,0.638 m,46.49 m,139.4112,,211410.492,550582.254,,,,,
62,127.1291397, E,37.55468909, N,0.655 m,47.128 m,152.1815,,211410.907,550581.77,,,,,
63,127.1291432, E,37.55468387, N,0.633 m,47.783 m,143.825,,211411.214,550581.191,,,,,
64,127.1291474, E,37.55467927, N,0.646 m,48.416 m,152.4328,,211411.588,550580.681,,,,,
65,127.1291508, E,37.55467411, N,0.683 m,49.062 m,151.4684,,211411.888,550580.109,,,,,
66,127.1291545, E,37.55466871, N,0.643 m,49.745 m,152.9707,,211412.215,550579.509,,,,,
67,127.1291578, E,37.55466355, N,0.658 m,50.387 m,152.9833,,211412.508,550578.937,,,,,
68,127.1291612, E,37.55465827, N,0.646 m,51.045 m,155.1349,,211412.808,550578.351,,,,,
69,127.1291643, E,37.55465299, N,0.672 m,51.691 m,157.4143,,211413.08,550577.766,,,,,
70,127.1291672, E,37.5546474, N,0.59 m,52.363 m,160.3996,,211413.339,550577.146,,,,,
71,127.1291694, E,37.55464239, N,0.632 m,52.953 m,154.0665,,211413.537,550576.591,,,,,
72,127.1291725, E,37.55463728, N,0.661 m,53.584 m,160.3985,,211413.814,550576.023,,,,,
73,127.1291751, E,37.55463167, N,0.645 m,54.245 m,166.2381,,211414.037,550575.401,,,,,
74,127.1291768, E,37.55462602, N,0.631 m,54.89 m,163.34,,211414.191,550574.774,,,,,
