Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1291186, E,37.5543616, N,0.01795 m,---,14.3827,,211409.086,550545.42,,,truck,흰색,2-1
2,127.1291186, E,37.55436176, N,0.02048 m,0.01795 m,11.6943,,211409.091,550545.438,,,,,
3,127.1291187, E,37.55436194, N,0.03666 m,0.03844 m,14.8754,,211409.095,550545.458,,,,,
4,127.1291188, E,37.55436226, N,0.04072 m,0.0751 m,14.3431,,211409.104,550545.493,,,,,
5,127.1291189, E,37.55436262, N,0.03165 m,0.1158 m,12.9941,,211409.114,550545.533,,,,,
6,127.129119, E,37.55436289, N,0.04106 m,0.1475 m,16.032,,211409.122,550545.563,,,,,
7,127.1291191, E,37.55436325, N,0.04623 m,0.1885 m,14.3159,,211409.133,550545.603,,,,,
8,127.1291192, E,37.55436365, N,0.04826 m,0.2348 m,14.1149,,211409.144,550545.648,,,,,
9,127.1291194, E,37.55436407, N,0.0623 m,0.283 m,14.5249,,211409.156,550545.695,,,,,
10,127.1291195, E,37.55436462, N,0.04274 m,0.3454 m,11.8447,,211409.171,550545.755,,,,,
11,127.1291196, E,37.554365, N,0.0512 m,0.3881 m,12.9119,,211409.18,550545.797,,,,,
12,127.1291198, E,37.55436544, N,0.04397 m,0.4393 m,14.6697,,211409.192,550545.847,,,,,
13,127.1291199, E,37.55436583, N,0.04966 m,0.4833 m,12.5238,,211409.203,550545.889,,,,,
14,127.12912, E,37.55436626, N,0.0539 m,0.533 m,14.8041,,211409.213,550545.938,,,,,
15,127.1291202, E,37.55436673, N,0.04611 m,0.587 m,13.1239,,211409.227,550545.99,,,,,
16,127.1291203, E,37.55436714, N,0.0752 m,0.633 m,11.8885,,211409.237,550546.035,,,,,
17,127.1291205, E,37.5543678, N,0.0687 m,0.708 m,13.3032,,211409.253,550546.108,,,,,
18,127.1291206, E,37.5543684, N,0.0802 m,0.777 m,12.6075,,211409.269,550546.175,,,,,
19,127.1291208, E,37.55436911, N,0.0704 m,0.857 m,13.0503,,211409.286,550546.254,,,,,
20,127.129121, E,37.55436973, N,0.0545 m,0.927 m,11.5438,,211409.302,550546.322,,,,,
21,127.1291211, E,37.55437021, N,0.0605 m,0.982 m,23.2538,,211409.313,550546.375,,,,,
22,127.1291214, E,37.55437071, N,0.0719 m,1.042 m,15.8594,,211409.336,550546.431,,,,,
23,127.1291216, E,37.55437133, N,0.119 m,1.114 m,13.2362,,211409.356,550546.5,,,,,
24,127.1291219, E,37.55437238, N,0.1003 m,1.233 m,12.8639,,211409.383,550546.616,,,,,
25,127.1291222, E,37.55437326, N,0.113 m,1.334 m,16.6135,,211409.405,550546.714,,,,,
26,127.1291226, E,37.55437423, N,0.0977 m,1.447 m,14.1149,,211409.437,550546.822,,,,,
27,127.1291228, E,37.55437509, N,0.0912 m,1.544 m,15.1471,,211409.461,550546.917,,,,,
28,127.1291231, E,37.55437588, N,0.1222 m,1.635 m,14.2432,,211409.485,550547.005,,,,,
29,127.1291234, E,37.55437695, N,0.1185 m,1.758 m,17.8233,,211409.515,550547.124,,,,,
30,127.1291239, E,37.55437796, N,0.1399 m,1.876 m,17.9289,,211409.551,550547.237,,,,,
31,127.1291243, E,37.55437916, N,0.1866 m,2.016 m,11.5925,,211409.594,550547.37,,,,,
