Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1290956, E,37.55428988, N,0.591 m,---,18.1471,,211407.064,550537.457,,,car,흰색,2-3
2,127.1290976, E,37.55429494, N,0.604 m,0.591 m,18.5136,,211407.247,550538.019,,,,,
3,127.1290998, E,37.5543001, N,0.626 m,1.195 m,11.8172,,211407.438,550538.592,,,,,
4,127.1291013, E,37.55430562, N,0.61 m,1.821 m,15.2026,,211407.565,550539.205,,,,,
5,127.1291031, E,37.55431093, N,0.597 m,2.432 m,18.7553,,211407.725,550539.794,,,,,
6,127.1291052, E,37.55431602, N,0.609 m,3.028 m,17.5666,,211407.916,550540.36,,,,,
7,127.1291073, E,37.55432126, N,0.597 m,3.638 m,16.3388,,211408.099,550540.941,,,,,
8,127.1291092, E,37.55432642, N,0.622 m,4.235 m,16.4268,,211408.266,550541.514,,,,,
9,127.1291112, E,37.5543318, N,0.62 m,4.857 m,12.6872,,211408.441,550542.112,,,,,
10,127.1291128, E,37.55433725, N,0.609 m,5.478 m,17.5666,,211408.577,550542.717,,,,,
11,127.1291148, E,37.55434249, N,0.637 m,6.087 m,13.0733,,211408.76,550543.298,,,,,
12,127.1291165, E,37.55434808, N,0.617 m,6.724 m,19.6827,,211408.903,550543.919,,,,,
13,127.1291188, E,37.55435332, N,0.641 m,7.342 m,14.46,,211409.11,550544.5,,,,,
14,127.1291206, E,37.55435891, N,0.647 m,7.983 m,13.6018,,211409.27,550545.122,,,,,
15,127.1291224, E,37.55436458, N,0.65 m,8.63 m,17.1814,,211409.421,550545.751,,,,,
16,127.1291245, E,37.55437017, N,0.622 m,9.28 m,16.4268,,211409.612,550546.372,,,,,
17,127.1291265, E,37.55437555, N,0.655 m,9.902 m,13.4389,,211409.787,550546.969,,,,,
18,127.1291282, E,37.55438129, N,0.62 m,10.557 m,15.7209,,211409.938,550547.606,,,,,
19,127.1291301, E,37.55438667, N,0.628 m,11.177 m,12.5286,,211410.106,550548.203,,,,,
20,127.1291317, E,37.55439219, N,0.617 m,11.805 m,17.3444,,211410.241,550548.816,,,,,
21,127.1291338, E,37.5543975, N,0.655 m,12.422 m,16.311,,211410.424,550549.406,,,,,
22,127.1291359, E,37.55440316, N,0.589 m,13.077 m,19.0033,,211410.607,550550.035,,,,,
23,127.129138, E,37.55440818, N,0.628 m,13.666 m,15.525,,211410.798,550550.592,,,,,
24,127.1291399, E,37.55441363, N,0.627 m,14.294 m,17.8233,,211410.966,550551.197,,,,,
25,127.1291421, E,37.55441901, N,0.65 m,14.921 m,17.1814,,211411.157,550551.795,,,,,
26,127.1291443, E,37.55442461, N,0.647 m,15.571 m,13.6018,,211411.348,550552.416,,,,,
27,127.129146, E,37.55443027, N,0.68 m,16.218 m,18.5136,,211411.499,550553.045,,,,,
28,127.1291484, E,37.55443608, N,0.668 m,16.898 m,15.2739,,211411.714,550553.69,,,,,
29,127.1291504, E,37.55444189, N,0.703 m,17.566 m,15.8458,,211411.889,550554.335,,,,,
