Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1290908, E,37.5542808, N,0.559 m,---,15.0813,,211406.648,550536.448,,,car,은색,2-1
2,127.1290925, E,37.55428566, N,0.58 m,0.559 m,14.7354,,211406.793,550536.988,,,,,
3,127.1290942, E,37.55429072, N,0.594 m,1.139 m,17.6565,,211406.94,550537.55,,,,,
4,127.1290962, E,37.55429581, N,0.609 m,1.733 m,13.8193,,211407.119,550538.115,,,,,
5,127.1290978, E,37.55430114, N,0.644 m,2.342 m,15.578,,211407.264,550538.707,,,,,
6,127.1290998, E,37.55430673, N,0.614 m,2.986 m,15.1571,,211407.436,550539.328,,,,,
7,127.1291016, E,37.55431208, N,0.619 m,3.601 m,12.5641,,211407.596,550539.921,,,,,
8,127.1291031, E,37.55431752, N,0.67 m,4.22 m,16.6835,,211407.73,550540.526,,,,,
9,127.1291053, E,37.5543233, N,0.638 m,4.89 m,17.0008,,211407.921,550541.168,,,,,
10,127.1291074, E,37.5543288, N,0.712 m,5.528 m,15.8012,,211408.107,550541.778,,,,,
11,127.1291096, E,37.55433497, N,0.686 m,6.24 m,16.0405,,211408.3,550542.464,,,,,
12,127.1291118, E,37.55434091, N,0.697 m,6.926 m,15.0329,,211408.488,550543.123,,,,,
13,127.1291138, E,37.55434698, N,0.704 m,7.623 m,15.3646,,211408.668,550543.797,,,,,
14,127.1291159, E,37.5543531, N,0.701 m,8.327 m,16.1694,,211408.854,550544.476,,,,,
15,127.1291181, E,37.55435917, N,0.692 m,9.029 m,16.1386,,211409.048,550545.15,,,,,
16,127.1291203, E,37.55436516, N,0.711 m,9.721 m,14.7337,,211409.24,550545.815,,,,,
17,127.1291224, E,37.55437136, N,0.68 m,10.432 m,15.057,,211409.42,550546.503,,,,,
18,127.1291244, E,37.55437727, N,0.689 m,11.112 m,15.9747,,211409.595,550547.16,,,,,
19,127.1291265, E,37.55438324, N,0.65 m,11.8 m,15.1,,211409.784,550547.822,,,,,
20,127.1291284, E,37.55438889, N,0.667 m,12.45 m,14.7151,,211409.953,550548.45,,,,,
21,127.1291303, E,37.5543947, N,0.628 m,13.117 m,18.3889,,211410.121,550549.095,,,,,
22,127.1291326, E,37.55440007, N,0.621 m,13.745 m,13.342,,211410.318,550549.691,,,,,
23,127.1291342, E,37.55440551, N,0.583 m,14.366 m,17.19,,211410.461,550550.295,,,,,
24,127.1291361, E,37.55441053, N,0.582 m,14.949 m,17.4834,,211410.632,550550.852,,,,,
25,127.1291381, E,37.55441553, N,0.601 m,15.531 m,17.5146,,211410.806,550551.408,,,,,
26,127.1291402, E,37.55442069, N,0.612 m,16.132 m,17.1913,,211410.986,550551.981,,,,,
27,127.1291422, E,37.55442596, N,0.579 m,16.743 m,15.2213,,211411.166,550552.565,,,,,
28,127.1291439, E,37.55443099, N,0.578 m,17.322 m,16.122,,211411.317,550553.124,,,,,
29,127.1291458, E,37.55443599, N,0.572 m,17.9 m,19.015,,211411.477,550553.68,,,,,
30,127.1291479, E,37.55444087, N,0.556 m,18.472 m,14.6184,,211411.663,550554.221,,,,,
31,127.1291495, E,37.55444572, N,0.55 m,19.029 m,14.4787,,211411.803,550554.76,,,,,
32,127.129151, E,37.55445052, N,0.573 m,19.579 m,15.3716,,211411.939,550555.292,,,,,
33,127.1291527, E,37.55445549, N,0.548 m,20.152 m,16.0861,,211412.091,550555.845,,,,,
34,127.1291544, E,37.55446024, N,0.553 m,20.7 m,15.7118,,211412.242,550556.372,,,,,
35,127.1291561, E,37.55446504, N,0.57 m,21.253 m,17.4844,,211412.391,550556.905,,,,,
36,127.1291581, E,37.55446994, N,0.512 m,21.824 m,14.4277,,211412.561,550557.449,,,,,
37,127.1291595, E,37.55447441, N,0.519 m,22.335 m,16.0677,,211412.688,550557.945,,,,,
38,127.1291612, E,37.5544789, N,0.533 m,22.854 m,11.7123,,211412.831,550558.444,,,,,
39,127.1291624, E,37.5544836, N,0.519 m,23.388 m,14.6456,,211412.939,550558.966,,,,,
40,127.1291639, E,37.55448813, N,0.507 m,23.907 m,15.6551,,211413.069,550559.468,,,,,
41,127.1291654, E,37.55449252, N,0.521 m,24.413 m,17.6876,,211413.205,550559.957,,,,,
42,127.1291672, E,37.554497, N,0.4793 m,24.934 m,13.3635,,211413.363,550560.453,,,,,
43,127.1291685, E,37.5545012, N,0.4966 m,25.414 m,17.0165,,211413.473,550560.92,,,,,
44,127.1291701, E,37.55450548, N,0.503 m,25.91 m,15.7873,,211413.618,550561.395,,,,,
45,127.1291716, E,37.55450983, N,0.4515 m,26.413 m,17.0404,,211413.754,550561.878,,,,,
46,127.1291731, E,37.55451372, N,0.4583 m,26.864 m,17.9159,,211413.886,550562.31,,,,,
47,127.1291747, E,37.55451765, N,0.4499 m,27.323 m,14.2483,,211414.026,550562.747,,,,,
48,127.129176, E,37.55452158, N,0.4311 m,27.772 m,13.6972,,211414.136,550563.183,,,,,
49,127.1291771, E,37.55452536, N,0.4616 m,28.204 m,15.5454,,211414.238,550563.602,,,,,
50,127.1291785, E,37.55452936, N,0.4227 m,28.665 m,13.9729,,211414.361,550564.047,,,,,
51,127.1291797, E,37.55453306, N,0.4218 m,29.088 m,15.8226,,211414.462,550564.457,,,,,
52,127.129181, E,37.55453671, N,0.3181 m,29.51 m,12.2278,,211414.577,550564.863,,,,,
53,127.1291818, E,37.55453952, N,0.4337 m,29.828 m,24.3959,,211414.644,550565.174,,,,,
54,127.1291838, E,37.55454307, N,0.4079 m,30.261 m,10.1394,,211414.822,550565.569,,,,,
55,127.1291846, E,37.55454669, N,0.4346 m,30.669 m,10.3835,,211414.894,550565.971,,,,,
56,127.1291855, E,37.55455054, N,0.3992 m,31.104 m,13.2127,,211414.971,550566.398,,,,,
57,127.1291865, E,37.55455405, N,0.4155 m,31.503 m,10.863,,211415.062,550566.787,,,,,
58,127.1291874, E,37.55455772, N,0.4274 m,31.919 m,14.1149,,211415.14,550567.195,,,,,
59,127.1291886, E,37.55456146, N,0.4315 m,32.346 m,7.8439,,211415.243,550567.61,,,,,
60,127.1291893, E,37.55456531, N,0.4016 m,32.778 m,10.3009,,211415.302,550568.038,,,,,
61,127.1291901, E,37.55456887, N,0.4107 m,33.179 m,6.4189,,211415.373,550568.433,,,,,
62,127.1291906, E,37.55457254, N,0.4091 m,33.59 m,11.0328,,211415.418,550568.841,,,,,
63,127.1291915, E,37.55457616, N,0.4271 m,33.999 m,9.6839,,211415.496,550569.243,,,,,
64,127.1291923, E,37.55457996, N,0.4171 m,34.426 m,6.3206,,211415.567,550569.664,,,,,
65,127.1291928, E,37.55458369, N,0.4261 m,34.843 m,8.8249,,211415.613,550570.078,,,,,
66,127.1291935, E,37.55458748, N,0.4436 m,35.269 m,353.3689,,211415.677,550570.499,,,,,
67,127.129193, E,37.55459145, N,0.46 m,35.713 m,0.8857,,211415.626,550570.94,,,,,
68,127.129193, E,37.5545956, N,0.473 m,36.173 m,0.8636,,211415.632,550571.4,,,,,
69,127.1291931, E,37.55459986, N,0.4474 m,36.646 m,2.5683,,211415.639,550571.873,,,,,
70,127.1291934, E,37.55460389, N,0.4676 m,37.093 m,349.7029,,211415.658,550572.32,,,,,
71,127.1291924, E,37.55460803, N,0.4958 m,37.561 m,353.3252,,211415.574,550572.78,,,,,
72,127.1291918, E,37.55461247, N,0.566 m,38.057 m,351.3231,,211415.515,550573.272,,,,,
73,127.1291908, E,37.55461751, N,0.4765 m,38.623 m,348.3105,,211415.429,550573.832,,,,,
74,127.1291897, E,37.55462171, N,0.524 m,39.099 m,347.9345,,211415.332,550574.298,,,,,
75,127.1291885, E,37.55462633, N,0.512 m,39.623 m,346.9213,,211415.222,550574.81,,,,,
76,127.1291871, E,37.55463082, N,0.508 m,40.135 m,346.0426,,211415.105,550575.309,,,,,
77,127.1291858, E,37.55463526, N,0.4453 m,40.642 m,351.7129,,211414.982,550575.801,,,,,
78,127.129185, E,37.55463923, N,0.4765 m,41.088 m,348.3105,,211414.917,550576.242,,,,,
79,127.1291839, E,37.55464343, N,0.504 m,41.564 m,342.1097,,211414.82,550576.708,,,,,
80,127.1291822, E,37.55464776, N,0.4835 m,42.068 m,342.1294,,211414.665,550577.187,,,,,
81,127.1291805, E,37.5546519, N,0.507 m,42.552 m,339.0939,,211414.516,550577.647,,,,,
82,127.1291785, E,37.55465617, N,0.509 m,43.058 m,338.4129,,211414.334,550578.12,,,,,
83,127.1291763, E,37.55466043, N,0.4871 m,43.567 m,331.4684,,211414.147,550578.593,,,,,
84,127.1291737, E,37.55466428, N,0.525 m,44.054 m,339.854,,211413.913,550579.021,,,,,
85,127.1291717, E,37.55466872, N,0.4697 m,44.579 m,335.6349,,211413.732,550579.513,,,,,
