Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1290921, E,37.55429233, N,0.552 m,---,15.3914,,211406.756,550537.729,,,car,흰색, 2-3
2,127.1290937, E,37.55429713, N,0.583 m,0.552 m,19.1042,,211406.901,550538.261,,,,,
3,127.1290959, E,37.5543021, N,0.572 m,1.136 m,19.5186,,211407.092,550538.813,,,,,
4,127.1290981, E,37.55430695, N,0.559 m,1.707 m,17.8975,,211407.282,550539.352,,,,,
5,127.1291, E,37.55431175, N,0.557 m,2.267 m,19.3379,,211407.453,550539.884,,,,,
6,127.1291021, E,37.55431649, N,0.554 m,2.824 m,20.1738,,211407.637,550540.411,,,,,
7,127.1291042, E,37.55432117, N,0.558 m,3.378 m,15.2196,,211407.827,550540.931,,,,,
8,127.1291059, E,37.55432602, N,0.537 m,3.936 m,19.3687,,211407.973,550541.47,,,,,
9,127.1291079, E,37.55433059, N,0.533 m,4.473 m,18.0828,,211408.151,550541.977,,,,,
10,127.1291098, E,37.55433516, N,0.575 m,5.007 m,18.7132,,211408.315,550542.484,,,,,
11,127.1291119, E,37.55434007, N,0.511 m,5.582 m,17.3903,,211408.499,550543.029,,,,,
12,127.1291136, E,37.55434447, N,0.592 m,6.094 m,17.5426,,211408.651,550543.518,,,,,
13,127.1291156, E,37.55434955, N,0.579 m,6.685 m,17.9188,,211408.829,550544.082,,,,,
14,127.1291176, E,37.55435452, N,0.4952 m,7.265 m,18.7455,,211409.006,550544.633,,,,,
15,127.1291195, E,37.55435874, N,0.538 m,7.76 m,15.097,,211409.165,550545.103,,,,,
16,127.129121, E,37.55436342, N,0.584 m,8.298 m,17.1356,,211409.304,550545.623,,,,,
17,127.129123, E,37.55436845, N,0.536 m,8.882 m,16.583,,211409.476,550546.18,,,,,
18,127.1291247, E,37.55437307, N,0.519 m,9.417 m,17.8499,,211409.628,550546.694,,,,,
19,127.1291265, E,37.55437753, N,0.573 m,9.937 m,18.1129,,211409.786,550547.189,,,,,
20,127.1291285, E,37.55438244, N,0.4816 m,10.51 m,16.1276,,211409.964,550547.734,,,,,
21,127.12913, E,37.55438661, N,0.535 m,10.992 m,18.7282,,211410.097,550548.197,,,,,
22,127.129132, E,37.55439118, N,0.4905 m,11.527 m,14.2945,,211410.268,550548.704,,,,,
23,127.1291334, E,37.55439546, N,0.549 m,12.018 m,14.1149,,211410.389,550549.179,,,,,
24,127.1291349, E,37.55440026, N,0.511 m,12.567 m,17.3903,,211410.522,550549.712,,,,,
25,127.1291366, E,37.55440465, N,0.503 m,13.078 m,16.9161,,211410.674,550550.2,,,,,
26,127.1291383, E,37.55440899, N,0.532 m,13.581 m,16.2583,,211410.82,550550.682,,,,,
27,127.1291399, E,37.55441359, N,0.4833 m,14.113 m,14.9373,,211410.968,550551.193,,,,,
28,127.1291414, E,37.5544178, N,0.495 m,14.596 m,15.7209,,211411.092,550551.66,,,,,
29,127.1291429, E,37.55442209, N,0.512 m,15.091 m,14.6322,,211411.225,550552.136,,,,,
30,127.1291443, E,37.55442656, N,0.4466 m,15.603 m,16.1921,,211411.354,550552.632,,,,,
31,127.1291458, E,37.55443042, N,0.4902 m,16.05 m,13.5744,,211411.478,550553.061,,,,,
