Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1290877, E,37.55426646, N,0.668 m,---,11.6901,,211406.373,550534.857,,,car,흰색,2-1
2,127.1290892, E,37.55427235, N,0.7 m,0.668 m,16.4268,,211406.508,550535.511,,,,,
3,127.1290915, E,37.5542784, N,0.694 m,1.368 m,17.3444,,211406.705,550536.183,,,,,
4,127.1290938, E,37.55428438, N,0.723 m,2.062 m,17.3903,,211406.911,550536.846,,,,,
5,127.1290963, E,37.55429059, N,0.742 m,2.785 m,17.6389,,211407.126,550537.536,,,,,
6,127.1290988, E,37.55429696, N,0.704 m,3.527 m,14.8222,,211407.35,550538.243,,,,,
7,127.1291008, E,37.55430309, N,0.735 m,4.231 m,15.6401,,211407.529,550538.924,,,,,
8,127.1291031, E,37.55430947, N,0.72 m,4.965 m,16.7096,,211407.726,550539.632,,,,,
9,127.1291054, E,37.55431568, N,0.723 m,5.685 m,19.6369,,211407.932,550540.322,,,,,
10,127.1291082, E,37.55432181, N,0.788 m,6.408 m,17.2772,,211408.174,550541.002,,,,,
11,127.1291108, E,37.55432859, N,0.778 m,7.196 m,15.1747,,211408.407,550541.755,,,,,
12,127.1291131, E,37.55433536, N,0.745 m,7.974 m,18.2957,,211408.609,550542.506,,,,,
13,127.1291158, E,37.55434173, N,0.72 m,8.719 m,18.9647,,211408.842,550543.214,,,,,
14,127.1291184, E,37.55434786, N,0.717 m,9.439 m,16.024,,211409.075,550543.895,,,,,
15,127.1291207, E,37.55435407, N,0.724 m,10.156 m,15.1471,,211409.272,550544.585,,,,,
16,127.1291228, E,37.55436037, N,0.717 m,10.88 m,16.024,,211409.46,550545.283,,,,,
17,127.129125, E,37.55436658, N,0.757 m,11.597 m,16.583,,211409.658,550545.973,,,,,
18,127.1291275, E,37.55437311, N,0.717 m,12.354 m,16.024,,211409.873,550546.699,,,,,
19,127.1291297, E,37.55437933, N,0.728 m,13.071 m,16.5079,,211410.07,550547.389,,,,,
20,127.1291321, E,37.55438562, N,0.75 m,13.8 m,14.6131,,211410.276,550548.087,,,,,
21,127.1291342, E,37.55439216, N,0.748 m,14.549 m,16.7779,,211410.464,550548.813,,,,,
22,127.1291367, E,37.55439861, N,0.731 m,15.298 m,17.1814,,211410.679,550549.53,,,,,
23,127.1291391, E,37.5544049, N,0.692 m,16.029 m,16.6357,,211410.894,550550.228,,,,,
24,127.1291413, E,37.55441087, N,0.772 m,16.72 m,17.3916,,211411.091,550550.891,,,,,
25,127.1291439, E,37.55441751, N,0.71 m,17.492 m,19.7325,,211411.32,550551.628,,,,,
26,127.1291467, E,37.55442353, N,0.774 m,18.202 m,15.295,,211411.559,550552.297,,,,,
27,127.129149, E,37.55443026, N,0.72 m,18.976 m,15.9588,,211411.762,550553.043,,,,,
28,127.1291512, E,37.55443649, N,0.662 m,19.696 m,15.2431,,211411.959,550553.736,,,,,
29,127.1291532, E,37.55444225, N,0.697 m,20.358 m,18.0478,,211412.133,550554.375,,,,,
30,127.1291556, E,37.55444822, N,0.713 m,21.055 m,13.6491,,211412.348,550555.038,,,,,
31,127.1291575, E,37.55445446, N,0.736 m,21.768 m,15.1299,,211412.515,550555.731,,,,,
32,127.1291597, E,37.55446086, N,0.697 m,22.504 m,16.4959,,211412.706,550556.442,,,,,
33,127.1291619, E,37.55446689, N,0.682 m,23.201 m,17.4027,,211412.903,550557.111,,,,,
34,127.1291643, E,37.55447275, N,0.721 m,23.883 m,17.9137,,211413.106,550557.762,,,,,
35,127.1291668, E,37.55447893, N,0.703 m,24.604 m,14.3512,,211413.327,550558.448,,,,,
36,127.1291687, E,37.55448507, N,0.682 m,25.307 m,17.4027,,211413.5,550559.129,,,,,
37,127.129171, E,37.55449093, N,0.701 m,25.989 m,15.89,,211413.703,550559.78,,,,,
38,127.1291732, E,37.55449701, N,0.687 m,26.69 m,13.148,,211413.895,550560.455,,,,,
39,127.129175, E,37.55450303, N,0.677 m,27.377 m,15.9546,,211414.05,550561.124,,,,,
40,127.1291771, E,37.55450889, N,0.739 m,28.054 m,17.488,,211414.235,550561.775,,,,,
41,127.1291796, E,37.55451524, N,0.705 m,28.792 m,16.8244,,211414.456,550562.48,,,,,
42,127.1291819, E,37.55452132, N,0.678 m,29.497 m,14.3598,,211414.659,550563.154,,,,,
43,127.1291838, E,37.55452724, N,0.697 m,30.175 m,14.4723,,211414.826,550563.811,,,,,
44,127.1291858, E,37.55453331, N,0.7 m,30.872 m,13.4032,,211414.999,550564.486,,,,,
45,127.1291876, E,37.55453945, N,0.689 m,31.571 m,14.1149,,211415.161,550565.167,,,,,
46,127.1291895, E,37.55454547, N,0.691 m,32.261 m,14.5954,,211415.328,550565.836,,,,,
47,127.1291915, E,37.5545515, N,0.675 m,32.952 m,13.3773,,211415.501,550566.505,,,,,
48,127.1291933, E,37.55455741, N,0.675 m,33.627 m,13.3773,,211415.656,550567.162,,,,,
49,127.129195, E,37.55456333, N,0.675 m,34.302 m,13.3773,,211415.812,550567.819,,,,,
