Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1291063, E,37.55433026, N,0.0572 m,---,10.4113,,211408.005,550541.94,,,car,검정색, 2-1
2,127.1291064, E,37.55433077, N,0.0535 m,0.0572 m,9.7354,,211408.015,550541.996,,,,,
3,127.1291065, E,37.55433124, N,0.04377 m,0.1107 m,359.8468,,211408.024,550542.049,,,,,
4,127.1291065, E,37.55433163, N,0.02744 m,0.1545 m,18.8785,,211408.024,550542.093,,,,,
5,127.1291066, E,37.55433187, N,0.0601 m,0.1819 m,12.8362,,211408.033,550542.119,,,,,
6,127.1291067, E,37.5543324, N,0.0321 m,0.242 m,13.5168,,211408.046,550542.177,,,,,
7,127.1291068, E,37.55433268, N,0.056 m,0.2741 m,9.1689,,211408.053,550542.208,,,,,
8,127.1291069, E,37.55433318, N,0.04676 m,0.3301 m,19.5844,,211408.062,550542.264,,,,,
9,127.1291071, E,37.55433357, N,0.03727 m,0.3768 m,15.5573,,211408.078,550542.308,,,,,
10,127.1291072, E,37.5543339, N,0.085 m,0.4141 m,9.0513,,211408.088,550542.344,,,,,
11,127.1291074, E,37.55433465, N,0.0864 m,0.4991 m,10.0229,,211408.101,550542.428,,,,,
12,127.1291075, E,37.55433542, N,0.0858 m,0.586 m,11.9673,,211408.116,550542.513,,,,,
13,127.1291077, E,37.55433618, N,0.1169 m,0.671 m,15.4288,,211408.134,550542.597,,,,,
14,127.1291081, E,37.55433719, N,0.0984 m,0.788 m,15.0515,,211408.165,550542.709,,,,,
15,127.1291084, E,37.55433805, N,0.1205 m,0.887 m,23.5876,,211408.19,550542.804,,,,,
16,127.1291089, E,37.55433904, N,0.1565 m,1.007 m,21.5973,,211408.238,550542.915,,,,,
17,127.1291096, E,37.55434035, N,0.1335 m,1.164 m,26.6436,,211408.295,550543.061,,,,,
18,127.1291103, E,37.55434143, N,0.1303 m,1.297 m,23.708,,211408.355,550543.18,,,,,
19,127.1291108, E,37.5543425, N,0.1352 m,1.427 m,24.5226,,211408.407,550543.299,,,,,
20,127.1291115, E,37.55434361, N,0.1666 m,1.563 m,21.9859,,211408.463,550543.422,,,,,
21,127.1291122, E,37.554345, N,0.1738 m,1.729 m,18.4271,,211408.526,550543.577,,,,,
22,127.1291128, E,37.55434649, N,0.1695 m,1.903 m,17.5831,,211408.58,550543.742,,,,,
