Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.129089, E,37.55427046, N,0.3106 m,---,15.3337,,211406.488,550535.301,,,car,은색,2-3
2,127.1290899, E,37.55427316, N,0.3471 m,0.3106 m,16.024,,211406.569,550535.6,,,,,
3,127.129091, E,37.55427616, N,0.3705 m,0.658 m,17.1813,,211406.665,550535.934,,,,,
4,127.1290923, E,37.55427935, N,0.4116 m,1.028 m,16.4147,,211406.774,550536.288,,,,,
5,127.1290936, E,37.55428291, N,0.4014 m,1.44 m,14.8222,,211406.89,550536.683,,,,,
6,127.1290947, E,37.55428641, N,0.4257 m,1.841 m,16.3388,,211406.992,550537.071,,,,,
7,127.1290961, E,37.55429009, N,0.4051 m,2.267 m,16.6856,,211407.111,550537.48,,,,,
8,127.1290974, E,37.55429358, N,0.4092 m,2.672 m,18.5136,,211407.227,550537.868,,,,,
9,127.1290989, E,37.55429708, N,0.437 m,3.081 m,14.9813,,211407.356,550538.256,,,,,
10,127.1291002, E,37.55430088, N,0.4344 m,3.518 m,13.6792,,211407.468,550538.679,,,,,
11,127.1291013, E,37.55430469, N,0.4493 m,3.953 m,14.1149,,211407.571,550539.101,,,,,
12,127.1291026, E,37.55430861, N,0.4622 m,4.402 m,16.7779,,211407.68,550539.537,,,,,
13,127.1291041, E,37.5543126, N,0.4659 m,4.864 m,15.3337,,211407.812,550539.98,,,,,
14,127.1291055, E,37.55431665, N,0.516 m,5.33 m,15.9705,,211407.935,550540.429,,,,,
15,127.1291071, E,37.55432111, N,0.501 m,5.846 m,16.666,,211408.076,550540.925,,,,,
16,127.1291087, E,37.55432544, N,0.533 m,6.347 m,15.2695,,211408.219,550541.405,,,,,
17,127.1291103, E,37.55433007, N,0.4609 m,6.88 m,14.6283,,211408.359,550541.919,,,,,
18,127.1291116, E,37.55433409, N,0.4215 m,7.341 m,16.024,,211408.475,550542.365,,,,,
19,127.1291129, E,37.55433774, N,0.4989 m,7.762 m,14.3046,,211408.59,550542.771,,,,,
20,127.1291143, E,37.55434209, N,0.526 m,8.261 m,16.6576,,211408.713,550543.254,,,,,
21,127.129116, E,37.55434664, N,0.4717 m,8.787 m,17.7287,,211408.863,550543.759,,,,,
22,127.1291176, E,37.55435069, N,0.4987 m,9.259 m,17.1526,,211409.006,550544.208,,,,,
23,127.1291193, E,37.55435498, N,0.554 m,9.758 m,18.7365,,211409.153,550544.685,,,,,
24,127.1291213, E,37.5543597, N,0.515 m,10.311 m,14.9185,,211409.33,550545.21,,,,,
25,127.1291228, E,37.55436418, N,0.573 m,10.826 m,16.6475,,211409.462,550545.707,,,,,
26,127.1291247, E,37.55436913, N,0.517 m,11.399 m,16.9224,,211409.625,550546.256,,,,,
27,127.1291264, E,37.55437359, N,0.593 m,11.916 m,13.3694,,211409.775,550546.751,,,,,
28,127.1291279, E,37.55437878, N,0.568 m,12.509 m,16.3388,,211409.911,550547.328,,,,,
29,127.1291297, E,37.55438369, N,0.4945 m,13.076 m,13.3493,,211410.07,550547.873,,,,,
30,127.129131, E,37.55438803, N,0.566 m,13.571 m,17.3504,,211410.183,550548.354,,,,,
31,127.1291329, E,37.55439289, N,0.548 m,14.137 m,14.46,,211410.351,550548.895,,,,,
32,127.1291345, E,37.55439768, N,0.536 m,14.685 m,13.2914,,211410.488,550549.426,,,,,
33,127.1291359, E,37.55440238, N,0.575 m,15.221 m,13.7856,,211410.61,550549.948,,,,,
34,127.1291374, E,37.55440741, N,0.534 m,15.796 m,14.3512,,211410.747,550550.506,,,,,
35,127.1291389, E,37.55441207, N,0.543 m,16.33 m,20.6347,,211410.878,550551.024,,,,,
36,127.1291411, E,37.55441665, N,0.4879 m,16.873 m,14.6322,,211411.069,550551.533,,,,,
37,127.1291425, E,37.5544209, N,0.556 m,17.361 m,15.7029,,211411.191,550552.005,,,,,
38,127.1291442, E,37.55442573, N,0.572 m,17.918 m,14.3357,,211411.341,550552.541,,,,,
39,127.1291458, E,37.55443072, N,0.4715 m,18.489 m,15.7209,,211411.482,550553.094,,,,,
40,127.1291472, E,37.55443481, N,0.568 m,18.961 m,16.3389,,211411.609,550553.549,,,,,
41,127.1291491, E,37.55443972, N,0.525 m,19.528 m,14.5954,,211411.768,550554.093,,,,,
42,127.1291505, E,37.5544443, N,0.562 m,20.054 m,14.1149,,211411.9,550554.602,,,,,
43,127.1291521, E,37.5544492, N,0.4784 m,20.615 m,16.6216,,211412.036,550555.147,,,,,
44,127.1291536, E,37.55445333, N,0.556 m,21.094 m,13.7745,,211412.172,550555.605,,,,,
45,127.1291551, E,37.5544582, N,0.591 m,21.65 m,14.7551,,211412.304,550556.146,,,,,
46,127.1291569, E,37.55446335, N,0.544 m,22.241 m,12.6075,,211412.454,550556.718,,,,,
47,127.1291582, E,37.55446814, N,0.554 m,22.785 m,18.2167,,211412.572,550557.249,,,,,
48,127.1291602, E,37.55447288, N,0.539 m,23.34 m,14.2321,,211412.744,550557.776,,,,,
49,127.1291617, E,37.55447758, N,0.665 m,23.878 m,18.3898,,211412.876,550558.298,,,,,
50,127.129164, E,37.55448327, N,0.572 m,24.543 m,14.3357,,211413.085,550558.929,,,,,
51,127.1291656, E,37.55448826, N,0.594 m,25.114 m,15.6028,,211413.226,550559.483,,,,,
52,127.1291674, E,37.55449341, N,0.562 m,25.708 m,16.0241,,211413.385,550560.055,,,,,
53,127.1291692, E,37.55449828, N,0.573 m,26.27 m,12.9031,,211413.539,550560.595,,,,,
54,127.1291706, E,37.55450331, N,0.4598 m,26.843 m,9.169,,211413.666,550561.154,,,,,
55,127.1291715, E,37.5545074, N,0.573 m,27.303 m,16.6475,,211413.739,550561.608,,,,,
56,127.1291733, E,37.55451234, N,0.576 m,27.876 m,9.6153,,211413.902,550562.157,,,,,
57,127.1291744, E,37.55451746, N,0.562 m,28.451 m,16.0241,,211413.998,550562.725,,,,,
58,127.1291762, E,37.55452232, N,0.551 m,29.013 m,13.9805,,211414.152,550563.265,,,,,
59,127.1291777, E,37.55452714, N,0.592 m,29.564 m,12.0353,,211414.284,550563.8,,,,,
60,127.1291791, E,37.55453235, N,0.611 m,30.156 m,14.2698,,211414.407,550564.379,,,,,
61,127.1291808, E,37.55453769, N,0.608 m,30.767 m,15.6715,,211414.557,550564.971,,,,,
