Idx,Longitude,,Latitude,,Length,Total Length,Heading,,X (View Proj),Y (View Proj),,,차량종류,색상,Label
1,127.1286938, E,37.5548073, N,0.931 m,---,88.2697,,211371.484,550594.836,,,truck,파랑색, 2-1
2,127.1287043, E,37.55480755, N,0.726 m,0.931 m,101.5268,,211372.414,550594.865,,,,,
3,127.1287124, E,37.55480625, N,0.932 m,1.657 m,88.4724,,211373.126,550594.721,,,,,
4,127.1287229, E,37.55480647, N,0.863 m,2.589 m,92.9697,,211374.057,550594.747,,,,,
5,127.1287327, E,37.55480607, N,0.824 m,3.451 m,86.7475,,211374.919,550594.704,,,,,
6,127.128742, E,37.55480649, N,0.712 m,4.275 m,98.1591,,211375.741,550594.752,,,,,
7,127.1287499, E,37.55480558, N,0.935 m,4.987 m,87.7452,,211376.446,550594.651,,,,,
8,127.1287605, E,37.55480591, N,0.776 m,5.922 m,94.4217,,211377.381,550594.69,,,,,
9,127.1287693, E,37.55480537, N,0.773 m,6.698 m,89.3533,,211378.154,550594.631,,,,,
10,127.128778, E,37.55480545, N,0.822 m,7.471 m,89.3964,,211378.928,550594.641,,,,,
11,127.1287873, E,37.55480553, N,0.786 m,8.294 m,103.7686,,211379.75,550594.65,,,,,
12,127.128796, E,37.55480384, N,0.872 m,9.08 m,91.3658,,211380.514,550594.464,,,,,
13,127.1288058, E,37.55480366, N,0.793 m,9.951 m,90.0785,,211381.385,550594.445,,,,,
14,127.1288148, E,37.55480365, N,0.755 m,10.744 m,93.7938,,211382.178,550594.445,,,,,
15,127.1288233, E,37.5548032, N,0.769 m,11.5 m,96.6605,,211382.932,550594.396,,,,,
16,127.128832, E,37.55480239, N,0.766 m,12.268 m,85.6798,,211383.696,550594.308,,,,,
17,127.1288406, E,37.55480291, N,0.802 m,13.034 m,98.5055,,211384.459,550594.366,,,,,
18,127.1288496, E,37.55480184, N,0.685 m,13.836 m,90.0785,,211385.252,550594.249,,,,,
19,127.1288573, E,37.55480184, N,0.823 m,14.521 m,105.3658,,211385.938,550594.249,,,,,
20,127.1288663, E,37.55479987, N,0.849 m,15.344 m,88.126,,211386.731,550594.032,,,,,
21,127.1288759, E,37.55480012, N,0.792 m,16.193 m,93.5679,,211387.579,550594.061,,,,,
22,127.1288849, E,37.55479968, N,0.773 m,16.985 m,100.128,,211388.37,550594.013,,,,,
23,127.1288935, E,37.55479845, N,0.801 m,17.758 m,93.526,,211389.131,550593.878,,,,,
24,127.1289025, E,37.55479801, N,0.858 m,18.559 m,92.0092,,211389.931,550593.83,,,,,
25,127.1289122, E,37.55479774, N,0.876 m,19.418 m,92.7599,,211390.789,550593.801,,,,,
26,127.1289221, E,37.55479736, N,0.761 m,20.293 m,94.9226,,211391.664,550593.76,,,,,
27,127.1289307, E,37.55479677, N,0.751 m,21.054 m,96.9603,,211392.422,550593.696,,,,,
28,127.1289392, E,37.55479595, N,0.689 m,21.805 m,98.6623,,211393.167,550593.606,,,,,
29,127.1289469, E,37.55479501, N,0.749 m,22.494 m,95.4956,,211393.848,550593.503,,,,,
30,127.1289553, E,37.55479437, N,0.692 m,23.242 m,102.9537,,211394.594,550593.432,,,,,
31,127.1289629, E,37.55479297, N,0.761 m,23.934 m,101.768,,211395.268,550593.278,,,,,
32,127.1289714, E,37.55479157, N,0.786 m,24.696 m,103.3192,,211396.014,550593.124,,,,,
33,127.12898, E,37.55478994, N,0.739 m,25.481 m,103.148,,211396.778,550592.944,,,,,
34,127.1289882, E,37.55478843, N,0.668 m,26.22 m,101.1724,,211397.498,550592.777,,,,,
35,127.1289956, E,37.55478726, N,0.528 m,26.888 m,99.8848,,211398.153,550592.648,,,,,
36,127.1290015, E,37.55478644, N,0.628 m,27.416 m,112.9693,,211398.674,550592.558,,,,,
37,127.129008, E,37.55478424, N,0.727 m,28.044 m,109.1538,,211399.252,550592.314,,,,,
